medium	description	compound	name	vmh.id	modelseed	maxFlux
AGORA_WD	Standard constraints for western diet in AGORA	rmn	L-Rhamnose	rmn	cpd00396	0.148986
AGORA_WD	Standard constraints for western diet in AGORA	sel	Selenate	sel	cpd03396	1
AGORA_WD	Standard constraints for western diet in AGORA	ser__L	L-serine	ser_L	cpd00054	1
AGORA_WD	Standard constraints for western diet in AGORA	sheme	Siroheme	sheme	cpd00557	1
AGORA_WD	Standard constraints for western diet in AGORA	so4	Sulfate	so4	cpd00048	1
AGORA_WD	Standard constraints for western diet in AGORA	spmd	spermidine(3+)	spmd	cpd00264	1
AGORA_WD	Standard constraints for western diet in AGORA	starch1200	Starch	starch1200	cpd28193	1.17549E-05
AGORA_WD	Standard constraints for western diet in AGORA	strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	strch1	cpd11657	0.257339
AGORA_WD	Standard constraints for western diet in AGORA	sucr	Sucrose	sucr	cpd00076	0.074493
AGORA_WD	Standard constraints for western diet in AGORA	thm	Thiamin	thm	cpd00305	1
AGORA_WD	Standard constraints for western diet in AGORA	thr__L	L-Threonine	thr_L	cpd00161	0.225
AGORA_WD	Standard constraints for western diet in AGORA	thymd	Thymidine	thymd	cpd00184	1
AGORA_WD	Standard constraints for western diet in AGORA	tre	Trehalose	tre	cpd00794	0.074493
AGORA_WD	Standard constraints for western diet in AGORA	trp__L	L-Tryptophan	trp_L	cpd00065	0.08182
AGORA_WD	Standard constraints for western diet in AGORA	ttdca	tetradecanoate (n-C14:0)	ttdca	cpd03847	0.068676
AGORA_WD	Standard constraints for western diet in AGORA	tyr__L	L-Tyrosine	tyr_L	cpd00069	1
AGORA_WD	Standard constraints for western diet in AGORA	ura	Uracil	ura	cpd00092	1
AGORA_WD	Standard constraints for western diet in AGORA	uri	Uridine	uri	cpd00249	1
AGORA_WD	Standard constraints for western diet in AGORA	val__L	L-Valine	val_L	cpd00156	0.18
AGORA_WD	Standard constraints for western diet in AGORA	xan	Ex xan[e]	xan	cpd00309	1
AGORA_WD	Standard constraints for western diet in AGORA	xyl__D	D-Xylose	xyl_D	cpd00154	0.178783
AGORA_WD	Standard constraints for western diet in AGORA	xylan12	Xylan	xylan	cpd11732	3.20587E-05
AGORA_WD	Standard constraints for western diet in AGORA	cpd11752	Xyluglucan	xyluglc	cpd11752	1.31462E-05
AGORA_WD	Standard constraints for western diet in AGORA	zn2	Zinc	zn2	cpd00034	1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	12dgr180	1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	12dgr180	cpd15311	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	15dap	1,5-Diaminopentane	15dap	cpd01155	0.0002099522
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	26dap__M	meso-2,6-Diaminoheptanedioate	26dap_M	cpd00516	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	2dmmq8	2-Demethylmenaquinone 8	2dmmq8	cpd15352	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	2obut	2-Oxobutanoate	2obut	cpd00094	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	3mop	3-methyl-2-oxopentanoate	3mop	cpd00508	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	4abz	4 Aminobenzoate	4abz	cpd00443	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	4hbz	4-Hydroxybenzoate	4hbz	cpd00136	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ac	Acetate	ac	cpd00029	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	acgam	N-Acetyl-D-glucosamine	acgam	cpd00122	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	acmana	N-acetyl-D-mannosamine	acmana	cpd00492	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	acnam	N-Acetylneuraminate	acnam	cpd00232	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ade	Adenine	ade	cpd00128	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	adn	Adenosine	adn	cpd00182	0.01180031
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	adpcbl	Adenosylcobalamin	adpcbl	cpd00166	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ala__D	D-Alanine	ala_D	cpd00117	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ala__L	L-alanine	ala_L	cpd00035	0.2209276809
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	amet	S-Adenosyl-L-methionine	amet	cpd00017	0.0001
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	amp	AMP	amp	cpd00018	0.0001
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	amylopect900	Amylopectin (900 glucose units)	amylopect900	cpd00265	1.56731E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	amylose300	Amylose	amylose300	cpd11735	4.70194E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	arab__D	D-Arabinose	arab_D	cpd00185	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	arab__L	L-Arabinose	arab_L	cpd19109	0.00178783
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	arabinan101	Arabinan	arabinan101	cpd15928	0.00201556
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	arabinogal	Larch arabinogalactan	arabinogal	cpd11699	2.19148E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	arabinoxyl	Arabinoxylan	arabinoxyl	cpd22387	3.066486E-06
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	arg__L	L-Arginine	arg_L	cpd00051	0.123033714
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	asn__L	L-asparagine	asn_L	cpd00132	0.1365041903
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	asp__L	L-Aspartate	asp_L	cpd00041	0.1365041903
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	bglc	beta glucans	bglc	cpd22448	7.05E-10
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	btn	Biotin	btn	cpd00104	0.0100009605
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	but	Butyrate (n-C4:0)	but	cpd00211	0.070965801
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ca2	Calcium	ca2	cpd00063	0.1206519693
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cbl1	Cob(I)alamin	cbl1	cpd00635	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cbl2	Cob(II)alamin	cbl2	cpd00423	2.30943762966508E-08
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cellb	Cellobiose	cellb	cpd03845	0.00074493
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cellul	Cellulose	cellul	cpd00158	0.0003057055
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cgly	Cys-Gly	cgly	cpd01017	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	chol	Choline	chol	cpd00098	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	chor	Chorismate	chor	cpd00216	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	chsterol	cholesterol	chsterol	cpd00160	0.0048513082
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cit	Citrate	cit	cpd00137	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cl	Chloride	cl	cpd00099	1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cobalt2	Co2+	cobalt2	cpd00149	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	csn	Cytosine	csn	cpd00307	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cu2	Cu2+	cu2	cpd00058	1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cys__L	L-cysteine	cys_L	cpd00084	0.0520254099
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	cytd	Cytidine	cytd	cpd00367	0.0120505887
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	dad__2	2-deoxyadenosine	dad_2	cpd00438	0.01180031
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	dcyt	Deoxycytidine	dcyt	cpd00654	0.0120505887
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ddca	laurate	ddca	cpd01741	0.0685966757
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	dextran40	Dextran 40, (1,6-alpha-D-Glucan)	dextran40	cpd11658	1.763229E-06
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	dgsn	Deoxyguanosine	dgsn	cpd00277	0.0120505887
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	drib	Deoxyribose	drib	cpd01242	0.00178783
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	etoh	Ethanol	etoh	cpd00363	1.2567363166
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fald	formaldehyde	fald	cpd00055	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fe2	fe2	fe2	cpd10515	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fe3	Fe3+	fe3	cpd10516	1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fol	Folate	fol	cpd00393	0.0100009994
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	for	Formate	for	cpd00047	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fru	D-Fructose	fru	cpd00082	0.7749437979
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fuc__L	L-Fucose	fuc_L	cpd00751	0.00148986
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	fum	fumarate	fum	cpd00106	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gal	D-Galactose	gal	cpd00108	0.0142987165
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	galmannan	Galactomannan	galmannan	cpd00656	1.41058E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gam	D-Glucosamine	gam	cpd00276	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glc__D	D-Glucose	glc_D	cpd00027	0.6382068862
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glcmannan	Glucomannan	glcmannan	cpd11955	3.28807E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glcn	D-Gluconate	glcn	cpd00222	0.00148986
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gln__L	L-glutamine	gln_L	cpd00053	0.2580123516
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glu__L	L-Glutamate	glu_L	cpd00023	0.2580123516
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gly	Glycine	gly	cpd00033	0.2146577906
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glyc	Glycerol	glyc	cpd00100	0.3687621312
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glyc3p	glyc3p[e]	glyc3p	cpd00080	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	glygn2	glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})	glygn2	cpd00155	0.0007080567
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gsn	Guanosine	gsn	cpd00311	0.0120505887
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gthox	Oxidized glutathione	gthox	cpd00111	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gthrd	Reduced glutathione	gthrd	cpd00042	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	gua	Guanine	gua	cpd00207	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	h	proton	h	cpd00067	0.010005871
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	h2	H2	h2	cpd11640	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	h2o	H2O	h2o	cpd00001	899.5481541463
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	h2s	Hydrogen sulfide	h2s	cpd00239	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	hdca	Hexadecanoate (n-C16:0)	hdca	cpd00214	0.3828181338
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	his__L	L-histidine	his_L	cpd00119	0.068998523
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	homogal	Homogalacturonan	homogal		1.282349E-06
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	hxan	Hypoxanthine	hxan	cpd00226	0.0143784249
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ile__L	L-Isoleucine	ile_L	cpd00322	0.1434704763
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	indole	Indole	indole	cpd00359	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	inulin	Inulin	inulin	cpd11602	0.0068897463
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	k	K+	k	cpd00205	0.4078688384
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	kestopt	Kestopentaose	kestopt		0.0023101135
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	lanost	Lanosterol	lanost	cpd01188	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	lcts	Lactose	lcts	cpd00208	0.1572936961
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	leu__L	L-Leucine	leu_L	cpd00107	0.2298826784
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	levan1000	Levan	levan1000	cpd27401	1.41058E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	lichn	Lichenin	lichn	cpd27402	8.29755E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	lmn30	Laminarin	lmn30	cpd11748	4.701945E-06
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	lys__L	L-Lysine	lys_L	cpd00039	0.1804121894
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	malt	Maltose	malt	cpd00179	0.0308846912
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	malttr	Maltotriose	malttr	cpd01262	0.0348922813
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	man	D-Mannose	man	cpd00138	0.00148986
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	melib	Melibiose	melib	cpd03198	0.00074493
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	meoh	methanol	meoh	cpd00116	0.1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	met__L	L-Methionine	met_L	cpd00060	0.0581796163
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	metsox__S__L	L-Methionine S-oxide	metsox_S_L	cpd01914	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	mg2	Mg	mg2	cpd00254	0.0821832787
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	mn2	Mn2+	mn2	cpd00030	1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	mnl	D-Mannitol	mnl	cpd00314	0.0103417227
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	mobd	Molybdate	mobd	cpd11574	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	mqn7	Menaquinone 7	mqn7	cpd11606	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	mqn8	Menaquinone 8	mqn8	cpd15500	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	na1	Sodium	na1	cpd00971	0.5216802911
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	nac	Nicotinate	nac	cpd00218	0.0103167885
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ncam	Nicotinamide	ncam	cpd00133	0.0103167885
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	nmn	NMN	nmn	cpd00355	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	no2	Nitrite	no2	cpd00075	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ocdca	echange reaction for octadecanoate (n-C18:0)	ocdca	cpd01080	0.1474632767
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ocdcea	octadecenoate (n-C18:1)	ocdcea	cpd00536	0.5444822177
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	orn	Ornithine	orn	cpd00064	0.0131268799
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	oxa	Oxalate	oxa	cpd00180	0.00446957
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pect	pectins	pect	cpd11601	3.33866E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	phe__L	L-phenylalanine	phe_L	cpd00066	0.1133907221
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pheme	heme	pheme	cpd00028	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pi	Phosphate	pi	cpd00009	1
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pime	Pimelate	pime	cpd01727	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pnto__R	(R)-Pantothenate	pnto_R	cpd00644	0.0101132785
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pro__L	L-Proline	pro_L	cpd00129	0.240149791
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ptrc	1,4-butanediammonium	ptrc	cpd00118	0.0103800912
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pullulan1200	Pullulan	pullulan1200	cpd27994	1.17549E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pydam	Pyridoxamine	pydam	cpd00419	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pydx	Pyridoxal	pydx	cpd00215	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	pydxn	Pyridoxine	pydxn	cpd00263	0.0100479715
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	q8	Ubiquinone-8	q8	cpd15560	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	raffin	Raffinose	raffin	cpd00382	4.7019445E-05
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	rhamnogalurI	Rhamnogalacturonan I	rhamnogalurI		0.0001195937
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	rhamnogalurII	Rhamnogalacturonan II	rhamnogalurII		2.669874E-06
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	rib__D	ribose	rib_D	cpd00105	0.1576051499
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ribflv	Riboflavin	ribflv	cpd00220	0.0100208569
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	rmn	L-Rhamnose	rmn	cpd00396	0.00148986
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	sbt__L	L-Sorbitol	sbt_L	cpd01187	0.0373186202
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	sel	Selenate	sel	cpd03396	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ser__L	L-serine	ser_L	cpd00054	0.1882616036
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	sheme	Siroheme	sheme	cpd00557	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	so4	Sulfate	so4	cpd00048	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	spmd	spermidine(3+)	spmd	cpd00264	0.0102681044
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	starch1200	Starch	starch1200	cpd28193	1.17549E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	strch1	cpd11657	0.2805155533
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	sucr	Sucrose	sucr	cpd00076	0.8993268454
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	thm	Thiamin	thm	cpd00305	0.010022852
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	thr__L	L-Threonine	thr_L	cpd00161	0.1345280187
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	thymd	Thymidine	thymd	cpd00184	0.01180031
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	tre	Trehalose	tre	cpd00794	0.00074493
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	trp__L	L-Tryptophan	trp_L	cpd00065	0.0225147474
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ttdca	tetradecanoate (n-C14:0)	ttdca	cpd03847	0.1059347856
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	tyr__L	L-Tyrosine	tyr_L	cpd00069	0.0862940157
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	ura	Uracil	ura	cpd00092	0.01
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	uri	Uridine	uri	cpd00249	0.01180031
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	val__L	L-Valine	val_L	cpd00156	0.184862653
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	xan	xan[e]	xan	cpd00309	0.0105163423
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	xyl__D	D-Xylose	xyl_D	cpd00154	0.0020298944
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	xylan	Xylan	xylan	cpd11732	3.20587E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	xyluglc	Xyluglucan	xyluglc	cpd11752	1.31462E-07
GER_ag[north]	Average Kiel area diet with 1% of original agora western diet	zn2	Zinc	zn2	cpd00034	1
HumanMilk	Average Human Mother Milk Composition	lcts	LACT	lcts	cpd00208	4.9874470359
HumanMilk	Average Human Mother Milk Composition	glc__D	D-Glucose	glc_D	cpd00027	3.75
HumanMilk	Average Human Mother Milk Composition	fuc__L	L-Fucose	fuc_L	cpd00751	1.3343108504
HumanMilk	Average Human Mother Milk Composition	gal	Galactose	gal	cpd00108	0.7791659632
HumanMilk	Average Human Mother Milk Composition		2-fucosyllactose	2fl	cpd90001	4.9239863498
HumanMilk	Average Human Mother Milk Composition		Lacto-N-tetraose		cpd03807	4.5299770233
HumanMilk	Average Human Mother Milk Composition	octa	octanoate	octa	cpd03846	2.6086956522
HumanMilk	Average Human Mother Milk Composition	dca	Decanoate	dca	cpd01107	4.4676877101
HumanMilk	Average Human Mother Milk Composition	ddca	Dodecanoic acid	ddca	cpd01741	4.7552608173
HumanMilk	Average Human Mother Milk Composition	ttdca	Myristic acid	ttdca	cpd03847	4.7624496045
HumanMilk	Average Human Mother Milk Composition	fa3	fa3coa	fa3	cpd11437	2.6834964965
HumanMilk	Average Human Mother Milk Composition	hdca	Palmitate	hdca	cpd00214	4.9282778689
HumanMilk	Average Human Mother Milk Composition	fa11	fa11coa	fa11	cpd11432	2.2772530409
HumanMilk	Average Human Mother Milk Composition	ocdca	ocdca	ocdca	cpd01080	4.7243133029
HumanMilk	Average Human Mother Milk Composition	arach	Arachidic acid	arach	cpd03848	1.670235546
HumanMilk	Average Human Mother Milk Composition	ttdcea	tetradecenoate	ttdcea	cpd15298	2.4552567677
HumanMilk	Average Human Mother Milk Composition	hdcea	Palmitoleic acid	hdcea	cpd05274	4.5359743573
HumanMilk	Average Human Mother Milk Composition	ocdcea	Oleate	ocdcea	cpd00536	4.9503262484
HumanMilk	Average Human Mother Milk Composition	doco13ac	Erucic acid	doco13ac	cpd05231	0.9397590361
HumanMilk	Average Human Mother Milk Composition	lnlc	Linoleate	lnlc	cpd01122	4.834519573
HumanMilk	Average Human Mother Milk Composition	arachd	Arachidonate	arachd	cpd00188	2.4049331963
HumanMilk	Average Human Mother Milk Composition	lnlnca	Linolenate	lnlnca	cpd03850	3.8727006349
HumanMilk	Average Human Mother Milk Composition	ala__L	L-Alanine	ala_L	cpd00035	4.433059175
HumanMilk	Average Human Mother Milk Composition	arg__L	L-Arginine	arg_L	cpd00051	4.0233474503
HumanMilk	Average Human Mother Milk Composition	asp__L	L-Aspartate	asp_L	cpd00041	4.5660705526
HumanMilk	Average Human Mother Milk Composition	asn__L	L-Asparagine	asn_L	cpd00132	3.8734112661
HumanMilk	Average Human Mother Milk Composition	cys__L	L-Cysteine	cys_L	cpd00084	3.989631341
HumanMilk	Average Human Mother Milk Composition	glu__L	L-Glutamate	glu_L	cpd00023	4.767840514
HumanMilk	Average Human Mother Milk Composition	gln__L	L-Glutamine	gln_L	cpd00053	4.446926954
HumanMilk	Average Human Mother Milk Composition	gly	Glycine	gly	cpd00033	4.2282459492
HumanMilk	Average Human Mother Milk Composition	his__L	L-Histidine	his_L	cpd00119	3.7755565463
HumanMilk	Average Human Mother Milk Composition	ile__L	L-Isoleucine	ile_L	cpd00322	4.4521307768
HumanMilk	Average Human Mother Milk Composition	leu__L	L-Leucine	leu_L	cpd00107	4.6888376809
HumanMilk	Average Human Mother Milk Composition	lys__L	L-Lysine	lys_L	cpd00039	4.5315869307
HumanMilk	Average Human Mother Milk Composition	met__L	L-Methionine	met_L	cpd00060	3.4344578264
HumanMilk	Average Human Mother Milk Composition	phe__L	L-Phenylalanine	phe_L	cpd00066	4.0644172616
HumanMilk	Average Human Mother Milk Composition	pro__L	L-Proline	pro_L	cpd00129	4.7461857988
HumanMilk	Average Human Mother Milk Composition	ser__L	L-Serine	ser_L	cpd00054	4.5051798813
HumanMilk	Average Human Mother Milk Composition	thr__L	L-Threonine	thr_L	cpd00161	4.4464482177
HumanMilk	Average Human Mother Milk Composition	trp__L	L-Tryptophan	trp_L	cpd00065	3.3632892212
HumanMilk	Average Human Mother Milk Composition	tyr__L	L-Tyrosine	tyr_L	cpd00069	4.1889785654
HumanMilk	Average Human Mother Milk Composition	val__L	L-Valine	val_L	cpd00156	4.5691094936
HumanMilk	Average Human Mother Milk Composition	urea	Urea	urea	cpd00073	4.4638074492
HumanMilk	Average Human Mother Milk Composition	creat	Creatine	creat	cpd00250	1.8048780488
HumanMilk	Average Human Mother Milk Composition	crtn	Creatinine	crtn	cpd00585	1.912568306
HumanMilk	Average Human Mother Milk Composition	urate	Urate	urate	cpd00300	0.2808988764
HumanMilk	Average Human Mother Milk Composition	gam	GLUM	gam	cpd00276	1.7205403229
HumanMilk	Average Human Mother Milk Composition	nh4	Ammonia	nh4	cpd00013	0.9074410163
HumanMilk	Average Human Mother Milk Composition	thm	Thiamin	thm	cpd00305	0.007901569
HumanMilk	Average Human Mother Milk Composition	ribflv	Riboflavin	ribflv	cpd00220	0.0092820962
HumanMilk	Average Human Mother Milk Composition	nac	Niacin	nac	cpd00218	0.1189443451
HumanMilk	Average Human Mother Milk Composition	pydam	Pyridoxamine	pydam	cpd00419	2.6256352343
HumanMilk	Average Human Mother Milk Composition	pydx	Pyridoxal	pydx	cpd00215	2.6333673123
HumanMilk	Average Human Mother Milk Composition	pydx5p	Pyridoxal phosphate	pydx5p	cpd00016	2.1471018742
HumanMilk	Average Human Mother Milk Composition	pydxn	Pyridoxol	pydxn	cpd00263	2.6183906752
HumanMilk	Average Human Mother Milk Composition	pnto__R	Pantothenic acid	pnto_R	cpd00644	0.0807754443
HumanMilk	Average Human Mother Milk Composition	fol	Folate	fol	cpd00393	0.0019249496
HumanMilk	Average Human Mother Milk Composition	adocbl	Calomide	adocbl	cpd00166	7.15670711022688E-06
HumanMilk	Average Human Mother Milk Composition	cbl1	Cob(I)alamin	cbl1	cpd00635	7.15670711022688E-06
HumanMilk	Average Human Mother Milk Composition	btn	Biotin	btn	cpd00104	0.0001637211
HumanMilk	Average Human Mother Milk Composition	ca2	Ca2+	ca2	cpd00063	4.6660600789
HumanMilk	Average Human Mother Milk Composition	pi	Phosphate	pi	cpd00009	3.7236221268
HumanMilk	Average Human Mother Milk Composition	mg2	Mg	mg2	cpd00254	3.7113620699
