locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
200143	SO0959	1	139	993944	995479	-	pepA-1	cytosol aminopeptidase (NCBI ptt file)	0.5117	57	TRUE
200144	SO0960	1	139	995569	996312	-		hypothetical spermidine synthase (NCBI ptt file)	0.4785	33	TRUE
200145	SO0961	1	139	996496	996948	+		conserved hypothetical protein (NCBI ptt file)	0.468	24	TRUE
200146	SO0962	1	139	997194	997718	+		conserved hypothetical protein (NCBI ptt file)	0.4495	25	TRUE
200147	SO0963	1	139	997932	998162	-		conserved hypothetical protein (NCBI ptt file)	0.3766	16	TRUE
200148	SO0964	1	139	998306	998512	-		conserved hypothetical protein (NCBI ptt file)	0.4879	7	TRUE
200149	SO0965	1	139	998573	999388	-		ISSod2, transposase OrfB (NCBI ptt file)	0.4387	36	FALSE
200150	SO0966	1	139	999382	999648	-		ISSod2, transposase OrfA (NCBI ptt file)	0.4607	5	FALSE
200151	SO0967	1	139	999715	1000233	-		dienelactone hydrolase family protein (NCBI ptt file)	0.499	25	TRUE
200152	SO0968	1	139	1000301	1001290	-	ldhA	D-lactate dehydrogenase (NCBI ptt file)	0.4707	43	TRUE
200154	SO0970	1	139	1001534	1003324	-		fumarate reductase flavoprotein subunit precursor (NCBI ptt file)	0.4791	84	TRUE
200155	SO0971	1	139	1003825	1004235	+		hypothetical protein (NCBI ptt file)	0.4428	23	TRUE
200156	SO0972	1	139	1004232	1004765	+		conserved hypothetical protein (NCBI ptt file)	0.4513	27	TRUE
200157	SO0973	1	139	1004821	1005111	+		hypothetical protein (NCBI ptt file)	0.4536	13	TRUE
200158	SO0974	1	139	1005208	1005432	-		hypothetical protein (NCBI ptt file)	0.4711	10	FALSE
200159	SO0975	1	139	1005492	1006916	-		hypothetical protein (NCBI ptt file)	0.4596	79	TRUE
200160	SO0976	1	139	1007131	1007556	-	ohr	organic hydroperoxide resistance protein (NCBI ptt file)	0.4836	17	TRUE
200161	SO0977	1	139	1007685	1008182	+		transcriptional regulator, MarR family (NCBI ptt file)	0.4478	27	TRUE
200162	SO0978	1	139	1008247	1009422	+		FAD-dependent glycerol-3-phosphate dehydrogenase, family protein (NCBI ptt file)	0.4779	56	TRUE
200164	SO0980	1	139	1009614	1010762	+		RNA methyltransferase, TrmA family (NCBI ptt file)	0.4874	46	TRUE
200165	SO0981	1	139	1010794	1011435	-		sensor histidine kinase (NCBI ptt file)	0.4268	32	TRUE
200166	SO0982	1	139	1011484	1011774	+		ISSod1, transposase OrfA (NCBI ptt file)	0.4364	9	FALSE
200167	SO0983	1	139	1011834	1012643	+		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
200168	SO0984	1	139	1012683	1013642	+		hypothetical protein (NCBI ptt file)	0.4375	51	TRUE
200170	SO0986	1	139	1013799	1014971	+		chromate transporter, putative (NCBI ptt file)	0.4731	53	TRUE
200171	SO0987	1	139	1015101	1016765	+		methyl-accepting chemotaxis protein (NCBI ptt file)	0.4492	80	TRUE
200172	SO0988	1	139	1016861	1021147	-		formate dehydrogenase, alpha subunit (NCBI ptt file)	0.5155	162	TRUE
200173	SO0989	1	139	1021392	1022282	+		transcriptional regulator, LysR family (NCBI ptt file)	0.4276	44	TRUE
200174	SO0990	1	139	1022287	1023978	-		urease domain protein (NCBI ptt file)	0.4202	99	TRUE
10942663	SO_0991	99	139	1024489	1025547	+			0.5024	44	FALSE
200175	SO0992	1	139	1025577	1027079	+	lysS	lysyl-tRNA synthetase (NCBI ptt file)	0.477	64	FALSE
200177	SO0994	1	139	1027191	1027631	-		conserved hypothetical protein (NCBI ptt file)	0.3878	24	TRUE
200178	SO0995	1	139	1027831	1028025	-		hypothetical protein (NCBI ptt file)	0.3231	15	FALSE
200179	SO0996	1	139	1028082	1028582	-		glyoxalase family protein (NCBI ptt file)	0.4251	21	TRUE
200180	SO0997	1	139	1028752	1029684	+		transcriptional regulator, LysR family (NCBI ptt file)	0.4598	46	TRUE
200181	SO0998	1	139	1029674	1029853	+		hypothetical protein (NCBI ptt file)	0.2778	12	FALSE
200182	SO0999	1	139	1029978	1030943	+	pbpG	D-alanyl-D-alanine endopeptidase (NCBI ptt file)	0.4596	53	TRUE
200183	SO1000	1	139	1031124	1032710	+		rhomboid family protein (NCBI ptt file)	0.4348	97	TRUE
200184	SO1001	1	139	1032741	1033838	-	chaA	calcium/proton antiporter (NCBI ptt file)	0.4672	56	TRUE
200185	SO1002	1	139	1034034	1036346	-		hypothetical protein (NCBI ptt file)	0.4747	116	TRUE
200186	SO1003	1	139	1036510	1038243	-		hypothetical protein (NCBI ptt file)	0.451	79	TRUE
200187	SO1004	1	139	1038253	1040361	-		hypothetical protein (NCBI ptt file)	0.4685	104	TRUE
200189	SO1006	1	139	1040789	1041751	+		dienelactone hydrolase family protein (NCBI ptt file)	0.5213	46	TRUE
200190	SO1007	1	139	1042150	1043730	+		hypothetical Na+/H+ antiporter (NCBI ptt file)	0.5395	59	TRUE
200191	SO1008	1	139	1043987	1044865	+		transposase, putative (NCBI ptt file)	0.4425	39	TRUE
200192	SO1009	1	139	1045281	1046744	-	nuoN	NADH dehydrogenase I, N subunit (NCBI ptt file)	0.6243	29	TRUE
200193	SO1010	1	139	1046741	1048285	-	nuoM	NADH dehydrogenase I, M subunit (NCBI ptt file)	0.6142	24	TRUE
370255	SO1010.1	1	139	1047785	1048264	+		hypothetical Valyl-tRNA synthetase (NCBI ptt file)	0.6208	2	FALSE
200194	SO1011	1	139	1048384	1050231	-	nuoL	NADH dehydrogenase I, L subunit (NCBI ptt file)	0.6245	34	TRUE
200195	SO1012	1	139	1050228	1050536	-	nuoK	NADH dehydrogenase I, K subunit (NCBI ptt file)	0.5825	11	TRUE
200196	SO1013	1	139	1050533	1051084	-	nuoJ	NADH dehydrogenase I, J subunit (NCBI ptt file)	0.5924	12	TRUE
200197	SO1014	1	139	1051095	1051637	-	nuoI	NADH dehydrogenase I, I subunit (NCBI ptt file)	0.5912	11	TRUE
200198	SO1015	1	139	1051646	1052614	-	nuoH	NADH dehydrogenase I, H subunit (NCBI ptt file)	0.5789	19	TRUE
200199	SO1016	1	139	1052611	1055340	-	nuoG	NADH dehydrogenase I, G subunit (NCBI ptt file)	0.607	61	TRUE
200200	SO1017	1	139	1055382	1056767	-	nuoF	NADH dehydrogenase I, F subunit (NCBI ptt file)	0.6046	32	TRUE
370245	SO1017.1	1	139	1056210	1056404	+		hypothetical protein (NCBI ptt file)	0.5949	5	FALSE
200201	SO1018	1	139	1056764	1057306	-	nuoE	NADH dehydrogenase I, E subunit (NCBI ptt file)	0.5709	9	TRUE
200202	SO1019	1	139	1057388	1059193	-	nuoCD	NADH dehydrogenase I, C/D subunits (NCBI ptt file)	0.5975	34	TRUE
200203	SO1020	1	139	1059197	1059871	-	nuoB	NADH dehydrogenase I, B subunit (NCBI ptt file)	0.5941	15	TRUE
200204	SO1021	1	139	1059901	1060305	-	nuoA	NADH dehydrogenase I, A subunit (NCBI ptt file)	0.5111	10	TRUE
200207	SO1024	1	139	1062064	1062873	-		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
200208	SO1025	1	139	1062933	1063223	-		ISSod1, transposase OrfA (NCBI ptt file)	0.4364	9	FALSE
200209	SO1026	1	139	1063812	1065014	+		ISSod4, transposase (NCBI ptt file)	0.4347	69	FALSE
200210	SO1027	1	139	1065149	1065493	+		hypothetical protein (NCBI ptt file)	0.4377	12	TRUE
200211	SO1028	1	139	1065663	1065875	+		hypothetical protein (NCBI ptt file)	0.3474	18	TRUE
200212	SO1029	1	139	1065911	1066333	+		hypothetical protein (NCBI ptt file)	0.3239	34	TRUE
200213	SO1030	1	139	1066803	1070537	-	metH	5-methyltetrahydrofolate--homocysteine methyltransferase (NCBI ptt file)	0.5261	133	TRUE
200214	SO1031	1	139	1070755	1071504	+		alpha-ribazole-5'-phosphate phosphatase, putative (NCBI ptt file)	0.556	17	TRUE
200216	SO1033	1	139	1072108	1072965	+		iron-compound ABC transporter, ATP-binding protein, putative (NCBI ptt file)	0.4872	36	TRUE
200217	SO1034	1	139	1072962	1074104	+		iron-compound ABC transporter, permease protein (NCBI ptt file)	0.4943	43	TRUE
200218	SO1035	1	139	1074417	1075469	+	cobT	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NCBI ptt file)	0.5024	33	TRUE
200219	SO1036	1	139	1075576	1076364	+	cobS	cobalamin 5'-phosphate synthase (NCBI ptt file)	0.488	34	TRUE
200220	SO1037	1	139	1076361	1076966	+	cobU	cobinamide kinase/cobinamide phosphate guanylyltransferase (NCBI ptt file)	0.5099	26	TRUE
200221	SO1038	1	139	1077178	1078710	+	cobQ	cobyric acid synthase CobQ (NCBI ptt file)	0.5075	63	TRUE
200222	SO1039	1	139	1078726	1079349	+	cobO	cob(I)alamin adenosyltransferase (NCBI ptt file)	0.4872	20	TRUE
200223	SO1040	1	139	1079365	1079517	-		hypothetical protein (NCBI ptt file)	0.4183	7	TRUE
200225	SO1042	1	139	1080829	1081554	-		amino acid ABC transporter, ATP-binding protein (NCBI ptt file)	0.4807	28	TRUE
200226	SO1043	1	139	1081547	1082227	-		amino acid ABC transporter, permease protein (NCBI ptt file)	0.4787	28	TRUE
200227	SO1044	1	139	1082233	1082967	-		amino acid ABC transporter, periplasmic amino acid-binding protein (NCBI ptt file)	0.4449	35	TRUE
200228	SO1045	1	139	1083327	1084163	+		hypothetical protein (NCBI ptt file)	0.4504	42	TRUE
200229	SO1046	1	139	1084167	1085057	-		transcriptional regulator, LysR family (NCBI ptt file)	0.4994	31	TRUE
200230	SO1047	1	139	1085227	1085613	+		conserved hypothetical protein (NCBI ptt file)	0.4703	16	TRUE
200231	SO1048	1	139	1085613	1086347	+		membrane protein, putative (NCBI ptt file)	0.4884	34	TRUE
200232	SO1049	1	139	1086745	1087221	+		acetyltransferase, GNAT family (NCBI ptt file)	0.4948	14	TRUE
200233	SO1050	1	139	1087429	1087551	-		hypothetical protein (NCBI ptt file)	0.3902	10	TRUE
200234	SO1051	1	139	1087671	1089464	+		periplasmic glucan biosynthesis protein, putative (NCBI ptt file)	0.4822	83	TRUE
200235	SO1052	1	139	1089653	1091122	+	pit	low-affinity inorganic phosphate transporter (NCBI ptt file)	0.4796	74	TRUE
200236	SO1053	1	139	1091257	1092105	+		conserved hypothetical protein (NCBI ptt file)	0.4723	41	TRUE
10942664	SO_1054	99	139	1092180	1092464	-			0.5123	12	TRUE
370274	SO1053.2	1	139	1092427	1093164	-		conserved hypothetical protein (NCBI ptt file)	0.4973	26	TRUE
200237	SO1055	1	139	1093490	1094878	+		sensory box protein (NCBI ptt file)	0.4384	66	TRUE
200238	SO1056	1	139	1094947	1096839	-		methyl-accepting chemotaxis protein (NCBI ptt file)	0.4717	77	TRUE
200241	SO1059	1	139	1097332	1099965	-		aminopeptidase N (NCBI ptt file)	0.4738	117	TRUE
200242	SO1060	1	139	1100205	1100798	-		conserved hypothetical protein (NCBI ptt file)	0.4293	29	FALSE
200243	SO1061	1	139	1100866	1102266	-		TPR domain protein (NCBI ptt file)	0.4789	73	TRUE
200244	SO1062	1	139	1102263	1102808	-	def-2	polypeptide deformylase (NCBI ptt file)	0.4853	13	TRUE
200245	SO1063	1	139	1102866	1103078	-	slyX	slyX protein (NCBI ptt file)	0.4507	8	TRUE
200246	SO1064	1	139	1103088	1104038	-		hypothetical WD domain protein (NCBI ptt file)	0.4763	42	TRUE
200247	SO1065	1	139	1104192	1104959	+	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA (NCBI ptt file)	0.4167	34	TRUE
200248	SO1066	1	139	1105523	1108138	+		extracellular nuclease (NCBI ptt file)	0.461	133	TRUE
200249	SO1067	1	139	1108272	1108727	+		hypothetical protein (NCBI ptt file)	0.4189	24	TRUE
200250	SO1068	1	139	1108836	1109273	+		conserved hypothetical protein (NCBI ptt file)	0.484	20	TRUE
200251	SO1069	1	139	1109339	1109566	+		conserved hypothetical protein (NCBI ptt file)	0.3728	13	FALSE
200252	SO1070	1	139	1109981	1111441	+	katB	catalase (NCBI ptt file)	0.4716	69	TRUE
200253	SO1071	1	139	1111521	1112114	-		conserved hypothetical protein (NCBI ptt file)	0.4579	33	TRUE
200254	SO1072	1	139	1112703	1114178	+		chitin-binding protein, putative (NCBI ptt file)	0.4878	53	TRUE
200256	SO1074	1	139	1114745	1115932	+		tyrosine-specific transport protein, putative (NCBI ptt file)	0.4714	67	TRUE
200257	SO1075	1	139	1116151	1118307	+		conserved hypothetical protein (NCBI ptt file)	0.4618	110	TRUE
200258	SO1076	1	139	1118355	1118471	-		hypothetical protein (NCBI ptt file)	0.3761	8	TRUE
200259	SO1077	1	139	1118917	1119831	-		hypothetical protein (NCBI ptt file)	0.3639	65	TRUE
200260	SO1078	1	139	1119828	1120112	-		hypothetical protein (NCBI ptt file)	0.3439	19	TRUE
200261	SO1079	1	139	1120207	1121016	-		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
200262	SO1080	1	139	1121076	1121366	-		ISSod1, transposase OrfA (NCBI ptt file)	0.4399	9	FALSE
200263	SO1081	1	139	1121736	1122929	-		hypothetical protein (NCBI ptt file)	0.4037	56	TRUE
200264	SO1082	1	139	1123090	1123380	+		ISSod1, transposase OrfA (NCBI ptt file)	0.4364	9	FALSE
200265	SO1083	1	139	1123440	1124249	+		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
10942665	SO_1085	99	139	1124773	1125501	-			0.4883	41	TRUE
200267	SO1086	1	139	1125513	1126112	-		hypothetical protein (NCBI ptt file)	0.4517	36	TRUE
200268	SO1087	1	139	1126389	1127726	-		Na+/H+ antiporter family protein (NCBI ptt file)	0.4716	66	TRUE
200271	SO1090	1	139	1128548	1129387	+		ApbE family protein, putative (NCBI ptt file)	0.4845	39	TRUE
200272	SO1091	1	139	1129590	1130480	-		membrane protein, putative (NCBI ptt file)	0.4557	66	TRUE
200273	SO1092	1	139	1130671	1131450	+		transcriptional regulator, AraC/XylS family (NCBI ptt file)	0.4628	34	TRUE
200274	SO1093	1	139	1131541	1132863	-		ISSod7, transposase (NCBI ptt file)	0.4868	39	FALSE
200275	SO1094	1	139	1133432	1133818	-		hypothetical Transcription elongation factor (NCBI ptt file)	0.385	28	TRUE
200276	SO1095	1	139	1134406	1135698	+		O-acetylhomoserine (thiol)-lyase, putative (NCBI ptt file)	0.4927	63	TRUE
200277	SO1096	1	139	1135785	1138922	-		hypothetical protein (NCBI ptt file)	0.4662	176	TRUE
200278	SO1097	1	139	1139134	1140267	-		conserved hypothetical protein (NCBI ptt file)	0.4577	54	TRUE
200279	SO1098	1	139	1140635	1141183	+		hypothetical Alkylated DNA repair protein (NCBI ptt file)	0.4517	34	TRUE
200280	SO1099	1	139	1141356	1141649	+	bolA	bolA protein (NCBI ptt file)	0.4592	13	TRUE
200281	SO1100	1	139	1141864	1142976	+		extracellular solute-binding protein, family 7 (NCBI ptt file)	0.4888	42	TRUE
200282	SO1101	1	139	1143141	1143650	+	luxS	autoinducer-2 production protein LuxS (NCBI ptt file)	0.4529	19	TRUE
200283	SO1102	1	139	1143783	1145834	+		TonB-dependent receptor C-terminal region domain lipoprotein (NCBI ptt file)	0.4644	98	TRUE
200284	SO1103	1	139	1146236	1147570	+	nqrA-2	NADH:ubiquinone oxidoreductase, Na translocating, alpha subunit (NCBI ptt file)	0.4562	77	TRUE
200285	SO1104	1	139	1147570	1148769	+	nqrB-2	NADH:ubiquinone oxidoreductase, Na translocating, hydrophobic membrane protein NqrB (NCBI ptt file)	0.4967	49	TRUE
200286	SO1105	1	139	1148762	1149550	+	nqrC-2	NADH:ubiquinone oxidoreductase, Na translocating, gamma subunit (NCBI ptt file)	0.4461	36	TRUE
200287	SO1106	1	139	1149550	1150182	+	nqrD-2	NADH:ubiquinone oxidoreductase, Na translocating, hydrophobic membrane protein NqrD (NCBI ptt file)	0.4423	40	FALSE
200288	SO1107	1	139	1150188	1150796	+	nqrE-2	NADH:ubiquinone oxidoreductase, Na translocating, hydrophobic membrane protein NqrE (NCBI ptt file)	0.4499	37	TRUE
200289	SO1108	1	139	1150843	1152099	+	nqrF-2	NADH:ubiquinone oxidoreductase, Na translocating, beta subunit (NCBI ptt file)	0.4686	49	FALSE
200290	SO1109	1	139	1152199	1153242	+	apbE	thiamin biosynthesis lipoprotein ApbE (NCBI ptt file)	0.4416	64	FALSE
200291	SO1110	1	139	1153254	1153478	+		conserved hypothetical protein (NCBI ptt file)	0.4489	10	FALSE
200292	SO1111	1	139	1153719	1154192	+	bfr2	bacterioferritin subunit 2 (NCBI ptt file)	0.4473	20	TRUE
200293	SO1112	1	139	1154202	1154669	+	bfr1	bacterioferritin subunit 1 (NCBI ptt file)	0.4444	21	TRUE
370305	SO1112.1	1	139	1155006	1156508	+		hypothetical chemotactic transducer (NCBI ptt file)	0.4531	68	TRUE
10942666	SO_1113	99	139	1156515	1156982	+			0.4957	14	TRUE
200294	SO1114	1	139	1157158	1158231	+	dinP	DNA-damage-inducible protein P (NCBI ptt file)	0.4674	53	TRUE
200295	SO1115	1	139	1158327	1159787	-	pepD	aminoacyl-histidine dipeptidase (NCBI ptt file)	0.4832	59	TRUE
200296	SO1116	1	139	1159838	1160035	-		hypothetical protein (NCBI ptt file)	0.3889	9	FALSE
200297	SO1117	1	139	1160006	1161559	+		cytosol aminopeptidase, putative (NCBI ptt file)	0.5039	73	TRUE
200300	SO1120	1	139	1162553	1163842	+		xanthine/uracil permease family protein (NCBI ptt file)	0.4705	67	TRUE
200301	SO1121	1	139	1164019	1165137	+	proB	glutamate 5-kinase (NCBI ptt file)	0.5049	37	TRUE
200302	SO1122	1	139	1165150	1166427	+	proA	gamma-glutamyl phosphate reductase (NCBI ptt file)	0.5141	50	TRUE
200303	SO1123	1	139	1166489	1166791	-		hypothetical protein (NCBI ptt file)	0.4257	19	TRUE
200304	SO1124	1	139	1166902	1167378	-		conserved hypothetical protein TIGR00011 (NCBI ptt file)	0.4864	18	TRUE
200305	SO1125	1	139	1167521	1168441	-		integral membrane domain protein (NCBI ptt file)	0.4517	59	TRUE
200306	SO1126	1	139	1168751	1170670	+	dnaK	chaperone protein DnaK (NCBI ptt file)	0.4682	72	FALSE
200307	SO1127	1	139	1170781	1171917	+	dnaJ	chaperone protein DnaJ (NCBI ptt file)	0.5251	32	FALSE
200308	SO1128	1	139	1172012	1172128	-		hypothetical protein (NCBI ptt file)	0.4957	2	TRUE
200309	SO1129	1	139	1172848	1173657	-		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
200310	SO1130	1	139	1173717	1174007	-		ISSod1, transposase OrfA (NCBI ptt file)	0.4399	9	FALSE
200312	SO1132	1	139	1174225	1174659	+		hypothetical protein (NCBI ptt file)	0.3678	20	TRUE
200313	SO1133	1	139	1174674	1174964	+		ISSod1, transposase OrfA (NCBI ptt file)	0.4399	9	FALSE
200314	SO1134	1	139	1175024	1175833	+		ISSod1, transposase OrfB (NCBI ptt file)	0.4568	39	FALSE
200315	SO1135	1	139	1175891	1176739	+		hypothetical protein (NCBI ptt file)	0.3899	49	TRUE
200316	SO1136	1	139	1177348	1178691	+		ATP-dependent RNA helicase, DEAD box family (NCBI ptt file)	0.5141	47	TRUE
200317	SO1137	1	139	1178905	1179714	+		conserved hypothetical protein (NCBI ptt file)	0.521	25	TRUE
200319	SO1139	1	139	1180088	1180705	+	fklB	peptidyl-prolyl cis-trans isomerase FklB (NCBI ptt file)	0.4741	23	TRUE
200320	SO_1140	1	139	1180778	1181590	+	dapB	dihydrodipicolinate reductase (RefSeq)	0.5018	31	FALSE
200321	SO1141	1	139	1181758	1182918	+	carA	carbamoyl-phosphate synthase, small subunit (NCBI ptt file)	0.4789	53	TRUE
200322	SO1142	1	139	1182946	1186170	+	carB	carbamoyl-phosphate synthase, large subunit (NCBI ptt file)	0.5023	132	TRUE
200323	SO1143	1	139	1186243	1187010	-		conserved hypothetical protein (NCBI ptt file)	0.4661	27	TRUE
200324	SO1144	1	139	1187307	1188395	-		methyl-accepting chemotaxis protein (NCBI ptt file)	0.4316	49	TRUE
200325	SO1145	1	139	1188716	1190089	-	mgtE-1	magnesium transporter (NCBI ptt file)	0.4636	67	TRUE
200326	SO1146	1	139	1190112	1190792	-		hypothetical protein (NCBI ptt file)	0.4802	25	TRUE
200328	SO1148	1	139	1191408	1192541	+		hypothetical protein (NCBI ptt file)	0.4947	51	TRUE
200329	SO1149	1	139	1192865	1194055	+		hypothetical SAM-dependent methyltransferase (NCBI ptt file)	0.4861	48	TRUE
200330	SO1150	1	139	1194143	1194802	-	rpiA	ribose 5-phosphate isomerase (NCBI ptt file)	0.4727	26	FALSE
200331	SO1151	1	139	1195069	1195995	+		conserved hypothetical protein (NCBI ptt file)	0.4919	44	TRUE
200332	SO1152	1	139	1196014	1196118	+		hypothetical protein (NCBI ptt file)	0.4952	5	TRUE
200333	SO1153	1	139	1196192	1196977	+		exonuclease, putative (NCBI ptt file)	0.4898	30	TRUE
200334	SO1154	1	139	1197019	1198011	+		hypothetical protein (NCBI ptt file)	0.4642	49	TRUE
401105	SO_t013	5	139	1198589	1198665	+	tRNA-Trp-1	tRNA-Trp (RefSeq)	0.5714	1	FALSE
200335	SO1155	1	139	1198768	1199118	+		hypothetical protein (NCBI ptt file)	0.4843	8	TRUE
200336	SO1156	1	139	1199204	1201351	+		TonB-dependent receptor (NCBI ptt file)	0.4772	101	TRUE
200337	SO1157	1	139	1201380	1202546	+		conserved hypothetical protein (NCBI ptt file)	0.4653	50	TRUE
200338	SO1158	1	139	1202620	1203087	-		Dps family protein (NCBI ptt file)	0.4487	25	TRUE
200339	SO1159	1	139	1203306	1203656	+		hypothetical protein (NCBI ptt file)	0.4843	13	TRUE
200340	SO1160	1	139	1203721	1204209	+	rimI	ribosomal-protein-alanine acetyltransferase (NCBI ptt file)	0.4785	18	TRUE
200341	SO1161	1	139	1204274	1205239	-	lipA	lipoic acid synthetase (NCBI ptt file)	0.5176	35	FALSE
200342	SO1162	1	139	1205236	1205895	-	lipB	lipoate-protein ligase B (NCBI ptt file)	0.5015	30	FALSE
200343	SO1163	1	139	1205982	1206248	-		conserved hypothetical protein (NCBI ptt file)	0.4906	10	FALSE
200344	SO1164	1	139	1206370	1207542	-	dacA-1	D-alanyl-D-alanine carboxypeptidase (NCBI ptt file)	0.4527	52	FALSE
200345	SO1165	1	139	1207687	1208538	-		rare lipoprotein A (NCBI ptt file)	0.4566	59	TRUE
200346	SO1166	1	139	1208522	1209586	-		membrane-bound lytic transglycosylase, putative (NCBI ptt file)	0.4432	53	TRUE
200347	SO1167	1	139	1209603	1210721	-	rodA	rod shape-determining protein RodA (NCBI ptt file)	0.4745	49	FALSE
200348	SO1168	1	139	1210703	1212559	-	mrdA	penicillin-binding protein 2 (NCBI ptt file)	0.4809	85	FALSE
200349	SO1169	1	139	1212623	1213093	-		conserved hypothetical protein TIGR00246 (NCBI ptt file)	0.552	12	TRUE
200350	SO1170	1	139	1213093	1213422	-		iojap domain protein (NCBI ptt file)	0.4758	15	TRUE
200351	SO1171	1	139	1213530	1214168	-	nad	nicotinate (nicotinamide) nucleotide adenylyltransferase (NCBI ptt file)	0.4789	20	FALSE
200352	SO1172	1	139	1214181	1215212	-	holA	DNA polymerase III, delta subunit (NCBI ptt file)	0.4893	40	FALSE
200353	SO1173	1	139	1215265	1215759	-		rare lipoprotein B (NCBI ptt file)	0.4889	19	FALSE
200354	SO1174	1	139	1215819	1218398	-	leuS	leucyl-tRNA synthetase (NCBI ptt file)	0.4853	109	FALSE
200355	SO1175	1	139	1218574	1219020	+		conserved hypothetical protein (NCBI ptt file)	0.4586	19	TRUE
200356	SO1176	1	139	1219078	1219569	-		hypothetical protein (NCBI ptt file)	0.4289	33	TRUE
200357	SO1177	1	139	1219581	1221137	-	cutE	apolipoprotein N-acyltransferase (NCBI ptt file)	0.4875	70	FALSE
200358	SO1178	1	139	1221180	1222055	-	corC	magnesium and cobalt efflux protein CorC (NCBI ptt file)	0.4623	30	FALSE
200359	SO1179	1	139	1222095	1222556	-		conserved hypothetical protein TIGR00043 (NCBI ptt file)	0.4567	15	FALSE
200360	SO1180	1	139	1222546	1223613	-		PhoH family protein (NCBI ptt file)	0.4906	53	TRUE
200361	SO1181	1	139	1223880	1225304	-	miaB	tRNA-i(6)A37 modification enzyme MiaB (NCBI ptt file)	0.4793	40	TRUE
200362	SO1182	1	139	1225444	1225764	-		hypothetical protein (NCBI ptt file)	0.4486	16	TRUE
200363	SO1183	1	139	1226116	1227330	+		oxidoreductase, FAD-binding (NCBI ptt file)	0.4872	51	FALSE
200364	SO1184	1	139	1227499	1228086	+	pth	peptidyl-tRNA hydrolase (NCBI ptt file)	0.4694	32	FALSE
200365	SO1185	1	139	1228241	1229332	+		conserved hypothetical protein TIGR00092 (NCBI ptt file)	0.4762	43	TRUE
401106	SO_t014	5	139	1229540	1229616	+	tRNA-Met-8	tRNA-Met (RefSeq)	0.5455	2	FALSE
401107	SO_t015	5	139	1229671	1229755	+	tRNA-Leu-9	tRNA-Leu (RefSeq)	0.5176	2	FALSE
401108	SO_t016	5	139	1229802	1229876	+	tRNA-Gln-3	tRNA-Gln (RefSeq)	0.5733	5	FALSE
401109	SO_t017	5	139	1229898	1229972	+	tRNA-Gln-2	tRNA-Gln (RefSeq)	0.5733	5	FALSE
401110	SO_t018	5	139	1229974	1230050	+	tRNA-Met-7	tRNA-Met (RefSeq)	0.5455	2	FALSE
401111	SO_t019	5	139	1230132	1230216	+	tRNA-Leu-8	tRNA-Leu (RefSeq)	0.5294	2	FALSE
401112	SO_t020	5	139	1230253	1230327	+	tRNA-Gln-1	tRNA-Gln (RefSeq)	0.5733	5	FALSE
200367	SO1187	1	139	1231131	1231778	-		hypothetical protein (NCBI ptt file)	0.4691	23	TRUE
200368	SO1188	1	139	1232240	1232773	+		conserved hypothetical protein (NCBI ptt file)	0.4607	23	TRUE
200369	SO1189	1	139	1232787	1233302	+		conserved hypothetical protein (NCBI ptt file)	0.4806	25	TRUE
200370	SO1190	1	139	1233332	1234150	+		conserved hypothetical protein (NCBI ptt file)	0.4603	51	TRUE
200371	SO1191	1	139	1234415	1234891	+	greA	transcription elongation factor GreA (NCBI ptt file)	0.4507	19	TRUE
200372	SO1192	1	139	1235169	1235696	+		hypothetical protein (NCBI ptt file)	0.4527	17	TRUE
200373	SO1193	1	139	1235992	1237848	+	secD-1	protein-export membrane protein SecD (NCBI ptt file)	0.476	79	TRUE
200374	SO1194	1	139	1237851	1238735	+	secF-1	protein-export membrane protein SecF (NCBI ptt file)	0.452	45	TRUE
200375	SO1195	1	139	1238792	1239091	-		conserved hypothetical protein TIGR00253 (NCBI ptt file)	0.4033	12	FALSE
200376	SO1196	1	139	1239182	1239811	+	rrmJ	ribosomal RNA large subunit methyltransferase J (NCBI ptt file)	0.4968	27	TRUE
200377	SO1197	1	139	1239865	1241814	+	ftsH	cell division protein FtsH (NCBI ptt file)	0.4821	60	FALSE
200378	SO1198	1	139	1241974	1242807	+	folP	dihydropteroate synthase (NCBI ptt file)	0.5	33	FALSE
200379	SO1199	1	139	1242881	1244218	+	glmM	phosphoglucosamine mutase (NCBI ptt file)	0.4738	55	FALSE
200380	SO1200	1	139	1244412	1245194	+	tpiA	triosephosphate isomerase (NCBI ptt file)	0.4636	38	FALSE
200381	SO1201	1	139	1245196	1245531	+	secG	preprotein translocase, SecG subunit (NCBI ptt file)	0.4226	14	FALSE
401113	SO_t021	5	139	1245541	1245627	+	tRNA-Leu-7	tRNA-Leu (RefSeq)	0.6207	2	FALSE
401114	SO_t022	5	139	1245711	1245787	+	tRNA-Met-6	tRNA-Met (RefSeq)	0.6494	2	FALSE
