locus,start,end
b3220,3367827,3368954
b0361,381674,382579
b1596,1669699,1670952
b0453,475379,475951
b3357,3486120,3486752
b0845,886131,887339
b2953,3096383,3096673
b2105,2185524,2185796
b3707,3888435,3888509
b4366,4604160,4604837
b2666,2796870,2797028
b4709,258345,258620
b0511,537633,539087
b4187,4414275,4415900
b3131,3277856,3278665
b2013,2084467,2085525
b2266,2380722,2381027
b0413,433002,433451
b2366,2479202,2480530
b2491,2611900,2613912
b1797,1879589,1879948
b4265,4491206,4492525
b4320,4548808,4549710
b1642,1720390,1720824
b3328,3461023,3461460
b1626,1705250,1705690
b1041,1103951,1104406
b4471,3258285,3259649
b1320,1382963,1383961
b1068,1126806,1127729
b4284,4507466,4508617
b3514,3660414,3663527
b0069,75644,77299
b0487,513993,514400
b2063,2137902,2139485
b0804,838530,839207
b0959,1021138,1021767
b1745,1826916,1828259
b3060,3205324,3206256
b0321,338325,339743
b2394,2514331,2515443
b0451,472966,474252
b1076,1132574,1133782
b3516,3664986,3665810
b0513,540565,541866
b4678,2087052,2087114
b1924,2003872,2005278
b2457,2572157,2572450
b3292,3438705,3439130
b1868,1951395,1952213
b1027,1095138,1095437
b4148,4376875,4377192
b1073,1131018,1131434
b3684,3863899,3864615
b2223,2324756,2326078
b3524,3676290,3678350
b1944,2019618,2020082
b3530,3685700,3689173
b0338,357791,358690
b4057,4270658,4271014
b0298,315291,315590
b3290,3436518,3437894
b1948,2021869,2022606
b0059,60358,63264
b3325,3456377,3458329
b1495,1575247,1577619
b1942,2017946,2018389
b2462,2575470,2575805
b3649,3822106,3822381
b1188,1235709,1237241
b0047,47769,49631
b1939,2014880,2015875
b3418,3553085,3555790
b1798,1880121,1880759
b3121,3268415,3269602
b1080,1136274,1137371
b0806,841796,842056
b0435,454472,454789
b0390,407428,408105
b4516,1049833,1050108
b2882,3024351,3025751
b1925,2005303,2005713
b4300,4526106,4526888
b0445,465612,467312
b4333,4562743,4563603
b1077,1133802,1134557
b2174,2268854,2269567
b3025,3169828,3170487
b4273,4498595,4499500
b1981,2053643,2054959
b1947,2021504,2021869
b2382,2501130,2501987
b3685,3864612,3866273
b3106,3254319,3255020
b1074,1131438,1131842
b1594,1667344,1668564
b2915,3059381,3059611
b2088,2170236,2170535
b1453,1524481,1525980
b1945,2020087,2021091
b1201,1251066,1252985
b4364,4602088,4602858
b2544,2673816,2674688
b1949,2022616,2022885
b0378,397872,398966
b2176,2270726,2272282
b0265,279600,279875
b0427,445302,446666
b1943,2018386,2019513
b0330,346857,348443
b1601,1673913,1674947
b1780,1863850,1864734
b1940,2015868,2016554
b3782,3966231,3966332
b1522,1610907,1611854
b3127,3273573,3274907
b1081,1137371,1138312
b1823,1907226,1907435
b2410,2526946,2527944
b0985,1047945,1048691
b1078,1134729,1135511
b3604,3779054,3779830
b0190,214291,214836
b3557,3720680,3721201
b4130,4354954,4356411
b1937,2012700,2013014
b0208,229967,230881
b1959,2029539,2030459
b4538,2078575,2078931
b1075,1131854,1132549
b1922,2001070,2001789
b3355,3484490,3485359
b1996,2068952,2069857
b3473,3610516,3611733
b1946,2021088,2021501
b3669,3850136,3850726
b3402,3530715,3532439
b2555,2688793,2689506
b1072,1130204,1130863
b3067,3213047,3214888
b4023,4231359,4231631
b0582,608065,609177
b4081,4301027,4303078
b1923,2002110,2003606
b0889,932595,933089
b2950,3094100,3095080
b3689,3868062,3869309
b1879,1962972,1965050
b4293,4517714,4518235
b4234,4457314,4457865
b3714,3895272,3896609
b1079,1135564,1136262
b0313,328747,329334
b1038,1101711,1102127
b2840,2979943,2980635
b1938,2013229,2014887
b1298,1361120,1361884
b4251,4474124,4474717
b4217,4439587,4439793
b3444,3583483,3583758
b0040,40417,41931
b2741,2866559,2867551
b2981,3129043,3130215
b2142,2231019,2231714
b3381,3509813,3510976
b1042,1104447,1104902
b2459,2573502,2574305
b2101,2182035,2182781
b3098,3249375,3249680
b1893,1978518,1979021
b3907,4099491,4100525
b1043,1104961,1105293
b1512,1600288,1601241
b3332,3462924,3463907
b2865,2999136,2999891
b3082,3233728,3234144
b2440,2556410,2557297
b0900,948660,949568
b2475,2595874,2596737
b0541,567138,568004
b1015,1079305,1080813
b1477,1552398,1552682
b0300,316450,317136
b2368,2482176,2483339
b2007,2079032,2079361
b0623,657292,657501
b2453,2568324,2569511
b3422,3558268,3559866
b1753,1835515,1836063
b0022,20233,20508
b2365,2477847,2479184
b1434,1506172,1506708
b4135,4362733,4363308
b0847,888134,889819
b1462,1533282,1533851
b2667,2797211,2797510
b2439,2555741,2556400
b2573,2709437,2710012
b0961,1023902,1024348
b2771,2896533,2897870
b1111,1168200,1168832
b2369,2483755,2484369
b3943,4136108,4137013
b0648,679508,680215
b0715,746723,747769
b1301,1364232,1365512
b4118,4340720,4341628
b4595,1308788,1308961
b3044,3186187,3186552
b1791,1875673,1876854
b4295,4519338,4520324
b3295,3440040,3441029
b3329,3461468,3461977
b4512,632182,632379
b1595,1668699,1669592
b1302,1365550,1366815
b3405,3535865,3536584
b0148,162105,164534
b1402,1467921,1468826
b1191,1240335,1242071
b2852,2992094,2993470
b0345,366428,367510
b2258,2372892,2373278
b2593,2734303,2735034
b0282,297381,297791
b2460,2574302,2575003
b3423,3559848,3560605
b2124,2211726,2212196
b0372,391739,392605
b0270,285395,286777
b2911,3055983,3056165
b3075,3221466,3222449
b3326,3458339,3459820
b2012,2084226,2084453
b2399,2518813,2519205
b1300,1362743,1364230
b3237,3384703,3385173
b3655,3830457,3832166
b4711,1299531,1300547
b3063,3208024,3209487
b4357,4594937,4595851
b4124,4349315,4350034
b1821,1905688,1906254
b2936,3081913,3082671
b1299,1361911,1362468
b1297,1359490,1360908
b2869,3004008,3005786
b1864,1947411,1948151
b4065,4279980,4281629
b4212,4434113,4434493
b1439,1510003,1511409
b0308,323758,324453
b4185,4412387,4413025
b1649,1726023,1726622
b0037,36271,37824
b0761,793856,794644
b3280,3429766,3430023
b4285,4509009,4509479
b0462,481254,484403
b1356,1419765,1420241
b0034,34300,34695
b1532,1619989,1620207
b3074,3220915,3221247
b0294,310746,311336
b2461,2574978,2575457
b0162,182463,183620
b2770,2895776,2896555
b2860,2996372,2997277
b0010,9928,10494
b2125,2212243,2212962
b2289,2405703,2406641
b3323,3453929,3455398
b2375,2493767,2494402
b2550,2682863,2684056
b2455,2570348,2571751
b3884,4074669,4075454
b1955,2025511,2026326
b1331,1396076,1397092
b0898,945871,947019
b4501,2476310,2476510
b3512,3658366,3658893
b1645,1722121,1724133
b1688,1769074,1770186
b3764,3948086,3948424
b2441,2557318,2558679
b3118,3266127,3267065
b1340,1405979,1406542
b0299,315587,316453
b2536,2666707,2667846
b3555,3719478,3719768
b3906,4098646,4099494
b2578,2715423,2716010
b0916,969389,970621
b2438,2555228,2555728
b3169,3316039,3317526
b0520,549627,550442
b1691,1772512,1773777
b2837,2976599,2977630
b4363,4601624,4602097
b4686,4053647,4053757
b0685,711605,711898
b0564,583681,584430
b0412,432312,432851
b0899,947229,948659
b4479,3874471,3875160
b4210,4432091,4433056
b3587,3754105,3754428
b4618,3853553,3853642
b2571,2707798,2708754
b3293,3439141,3439509
b4278,4502103,4503431
b3350,3478802,3480607
b0974,1035066,1035773
b1799,1880886,1881809
b2966,3109553,3110260
b3890,4079751,4079969
b0996,1058084,1059256
b1728,1810211,1810801
b1384,1446378,1447283
b4473,3432436,3433560
b2089,2170532,2171398
b4476,3575721,3577061
b2202,2297657,2298259
b0603,636716,637618
b1069,1127839,1129374
b4360,4599695,4600189
b1476,1551338,1551991
b4192,4418561,4419625
b4324,4554576,4555349
b1257,1314718,1315224
b0988,1050027,1050530
b0575,598714,601857
b1227,1285849,1286526
b3585,3751992,3752966
b3334,3465082,3465543
b4176,4404386,4404583
b1057,1118480,1119046
b3440,3579768,3580805
b2709,2830775,2832289
b4472,3392458,3396258
b0274,290649,291152
b1660,1739911,1741122
b3892,4081225,4081860
b2577,2714439,2715320
b0634,665201,666313
b4469,3158927,3161146
b2203,2298269,2298718
b3413,3544882,3545565
b3178,3325001,3326935
b2766,2892657,2893928
b2014,2085704,2087062
b4070,4287764,4289200
b0730,765153,765875
b3333,3463922,3465085
b0721,755177,755566
b3395,3521972,3522751
b2706,2828621,2828980
b1840,1923719,1924591
b3664,3842455,3843789
b2196,2292961,2294904
b2217,2316177,2316827
b2389,2509630,2510886
b1667,1746700,1747005
b1418,1490902,1491432
b3394,3521433,3521972
b0676,700374,701594
b1181,1228815,1229276
b2923,3068173,3068808
b4071,4289245,4289811
b0440,461451,461723
b0874,913958,914857
b0866,904593,904916
b2995,3142986,3144164
b3393,3521009,3521449
b0080,88028,89032
b0482,507286,508080
b0019,17489,18655
b0722,755560,755907
b3556,3720049,3720261
b4002,4201263,4201688
b4676,1878773,1878871
b3610,3784191,3784442
b3392,3520615,3521019
b2087,2169693,2170167
b1962,2032384,2033079
b2841,2980764,2982182
b3781,3965761,3966090
b3226,3373698,3374489
b3330,3461974,3462351
b3548,3712236,3712934
b1064,1123407,1124054
b3136,3281976,3283130
b2531,2661643,2662131
b4068,4284899,4285213
b1148,1203822,1204160
b2372,2489242,2490186
b2582,2718735,2719154
b1696,1778390,1779301
b2292,2409520,2411352
b1464,1534965,1535858
b2673,2800723,2800968
b2458,2572489,2573505
b1328,1391991,1392890
b0798,832468,832950
b0557,578600,578893
b1634,1712769,1714271
b1654,1733754,1734101
b0504,531295,532221
b0831,870967,871887
b3644,3816676,3817539
b0849,890496,890753
b1624,1703268,1704308
b3094,3246652,3247428
b0456,476672,477025
b0280,295139,295579
b0752,783882,784823
b2295,2412677,2413132
b3520,3671292,3671894
b2008,2079533,2080591
b4144,4372809,4373162
b3391,3519465,3520703
b2127,2214866,2215597
b3221,3369014,3369478
b0254,269289,270182
b2367,2480638,2482176
b3711,3892765,3893724
b3327,3459817,3461013
b2968,3110590,3111126
b3255,3405436,3405906
b2137,2226509,2227270
b1531,1619574,1619957
b2672,2800146,2800475
b1154,1207501,1208130
b4337,4567287,4568519
b4597,1491443,1491506
b0113,122092,122856
b0491,516583,517362
b2270,2383995,2385722
b3901,4093124,4093438
b1916,1996110,1996832
b1811,1894552,1894731
b0568,587982,590954
b3577,3744328,3744801
b1014,1074920,1078882
b1528,1617028,1618218
b1644,1721264,1722121
b3938,4128078,4128395
b1104,1162247,1162624
b3909,4101690,4102673
b1508,1592176,1592442
b3324,3455578,3456393
b0823,860174,862606
b0404,424337,424918
b1891,1977266,1977844
b0387,405764,406222
b2450,2564523,2565332
b3657,3834547,3835929
b1094,1151615,1151851
b4133,4360396,4361934
b1697,1779617,1780381
b4673,1390868,1390933
b4327,4557378,4558289
b1705,1789613,1789804
b2356,2472112,2472387
b2182,2278570,2279760
b3071,3216779,3217402
b2835,2972669,2973862
b3529,3683630,3685618
b2409,2525930,2526856
b4060,4274760,4275041
b1999,2070786,2071211
b3666,3845776,3847167
b1608,1682159,1682878
b3819,4003288,4004178
b3595,3767221,3767922
b4108,4326399,4326734
b1284,1343597,1344346
b0702,733776,734102
b1549,1637047,1637457
b3161,3304573,3305817
b1490,1565758,1567140
b0447,468383,468841
b4332,4561497,4562675
b3356,3485414,3485818
b4616,3853118,3853257
b2259,2373272,2373538
b0995,1057262,1057954
b3803,3987885,3989066
b1361,1422752,1423312
b3227,3374869,3376236
b1517,1606100,1606975
b3501,3648528,3648881
b2983,3131341,3132408
b4342,4572414,4573931
b1120,1179520,1180359
b1430,1501562,1502155
b3601,3775572,3776159
b4110,4329360,4330238
b1145,1202259,1202933
b2098,2178821,2180098
b4603,2033649,2033739
b2220,2321866,2323251
b1115,1174092,1175165
b3154,3299472,3299915
b3525,3678420,3679187
b0111,119281,120135
b3461,3599929,3600783
b4465,3076179,3077456
b0554,577398,577613
b1599,1672820,1673149
b0315,332371,333459
b2839,2979021,2979956
b3474,3611865,3612914
b2647,2778146,2782726
b1625,1704949,1705164
b3057,3203310,3204131
b0460,480090,480308
b2249,2362431,2363633
b0277,292322,292948
b0612,645117,646580
b1194,1243793,1244527
b4292,4516764,4517717
b1761,1842371,1843714
b1784,1868955,1870238
b4702,4467431,4467484
b2912,3056241,3056789
b3723,3905731,3906567
b1527,1615763,1616878
b0250,265620,266087
b3370,3499910,3501247
b1217,1272119,1272349
b4264,4490141,4491139
b4220,4442382,4444115
b0986,1048688,1049332
b0001,190,255
b0376,395130,396287
b3010,3154262,3155218
b0769,800759,801811
b1548,1635798,1636367
b4279,4504058,4505275
b2248,2361429,2362211
b0890,933224,937213
b0224,245065,245805
b4419,1269168,1269275
b1526,1614804,1615685
b4502,2265041,2265295
b4307,4533239,4533784
b3523,3674786,3676108
b1040,1102546,1103196
b3409,3540407,3542728
b2795,2926308,2927672
b2631,2766984,2767355
b0346,367587,368420
b0391,408177,408461
b2637,2771148,2771615
b2161,2252895,2254145
b2376,2494698,2494973
b0305,320227,321081
b3040,3182550,3183323
b1436,1508834,1509064
b2052,2126225,2127190
b2004,2077112,2077480
b2437,2554130,2555182
b1287,1348980,1350107
b2447,2562524,2563117
b3874,4062247,4063512
b2057,2130853,2132070
b3954,4147466,4148317
b4221,4444112,4447891
b0991,1051847,1052077
b2047,2120160,2121554
b1182,1229483,1230394
b4113,4333282,4333950
b4572,548357,549616
b2352,2469131,2470462
b1533,1620238,1621137
b2043,2114502,2115896
b2554,2687469,2688803
b2155,2244778,2246769
b0306,321608,322327
b2061,2135655,2136098
b4455,3720448,3720600
b4393,4632760,4633086
b4598,1517099,1517194
b1568,1647346,1647636
b1053,1114264,1115490
b0196,219591,219995
b3987,4181245,4185273
b2046,2118680,2120158
b4610,2969330,2969476
b2058,2132067,2132555
b4421,1269703,1269810
b3961,4158490,4159407
b4525,1390680,1390862
b1545,1633622,1634212
b1363,1423782,1425239
b2054,2128340,2128888
b0076,84368,85312
b1206,1259124,1260803
b1867,1950832,1951398
b2044,2115907,2117127
b2646,2777453,2777782
b3181,3328239,3328715
b3467,3605251,3605610
b1358,1420684,1421106
b2587,2724448,2725746
b2050,2124523,2125746
b0566,586147,586908
b3816,4001426,4002376
b2033,2104494,2105084
b2062,2136104,2137243
b4453,3699980,3700087
b2714,2838254,2839264
b3674,3855114,3855611
b1142,1201069,1201380
b4464,3027121,3028488
b2053,2127193,2128314
b4191,4417698,4418453
b2106,2185917,2186741
b3209,3349806,3350459
b2059,2132558,2133397
b2005,2077569,2077943
b2921,3066277,3067173
b2395,2515643,2517832
b0247,264256,264732
b1985,2058203,2059846
b2055,2128904,2129650
b1450,1520262,1520927
b4544,2372557,2372892
b3113,3259721,3260110
b2045,2117124,2118404
b0245,263328,263669
b0768,799622,800575
b2899,3042489,3043148
b1558,1641855,1642067
b1492,1568954,1570489
b2028,2098447,2099613
b0189,213678,213932
b3408,3540163,3540390
b2832,2970420,2971133
b0595,627694,628551
b0018,16751,16960
b2572,2708754,2709404
b2535,2665435,2666715
b1573,1648823,1649041
b0479,503476,504696
b0586,614157,618038
b1659,1738866,1739798
b3827,4011076,4011975
b2272,2386934,2387437
b2608,2745370,2745918
b0225,245961,246239
b3889,4079291,4079509
b1957,2028188,2028370
b4286,4509804,4510133
b3196,3340275,3341252
b2035,2106060,2107226
b3406,3536812,3537288
b0870,908293,909294
b4249,4473340,4474053
b2027,2097321,2098301
b4423,1270238,1270345
b4178,4406190,4406615
b1772,1855981,1856928
b2633,2768665,2769486
b4156,4383839,4385341
b2034,2105065,2106057
b3119,3267380,3267598
b1039,1102152,1102541
b3242,3389134,3389337
b2037,2108337,2109584
b4412,16751,16903
b3905,4097736,4098572
b1598,1671960,1672781
b2444,2561368,2561613
b4082,4303078,4304109
b2036,2107226,2108329
b0416,435137,435556
b0574,597479,598702
b1506,1590334,1590536
b1229,1287087,1287176
b2619,2754288,2754764
b3773,3956927,3957820
b1428,1499469,1500449
b2349,2466545,2467702
b3754,3939185,3940612
b2186,2282940,2283947
b2151,2240628,2241668
b2415,2533764,2534021
b1196,1245160,1245600
b3630,3805153,3805950
b0246,263690,264007
b1570,1647934,1648341
b0960,1021730,1023883
b1565,1645897,1646202
b0045,45807,47138
b3197,3341266,3342252
b0064,70387,71265
b0878,919235,920350
b0392,408609,408950
b2708,2829813,2830778
b0226,246242,246502
b4484,4105820,4106320
b0234,252709,253161
b1374,1433084,1433674
b4077,4294481,4295794
b3546,3708784,3710475
b2735,2860467,2861234
b2416,2534066,2535793
b4672,1346796,1346900
b3624,3799345,3800196
b4428,1491922,1492071
b1827,1909308,1910099
b4596,1344436,1344609
b1355,1419322,1419456
b3266,3415033,3418137
b3623,3798239,3799312
b1399,1463539,1464489
b2913,3057178,3058410
b1322,1385511,1386572
b3632,3807064,3808098
b3001,3147897,3148937
b0620,653862,654542
b0193,216179,217003
b1137,1196867,1197532
b2789,2920748,2922100
b3621,3795979,3796938
b3569,3734979,3736157
b4388,4624895,4625863
b3921,4112315,4112755
b0222,243543,244121
b0712,744243,745175
b1013,1074242,1074880
b3348,3477640,3477858
b1353,1418671,1419159
b1801,1883188,1884633
b3619,3793987,3794919
b2624,2758644,2758856
b0907,957653,958741
b1406,1474221,1475081
b0200,222833,223408
b2154,2243910,2244746
b3481,3618588,3618989
b0389,406979,407170
b1562,1645119,1645274
b1296,1357802,1359187
b1215,1268165,1269019
b1914,1994703,1995359
b4565,4530255,4530533
b3079,3227801,3228871
b3622,3796948,3798207
b1656,1735378,1735959
b2707,2829047,2829820
b2875,3012614,3014239
b1158,1209685,1210239
b0353,375459,376670
b3629,3804181,3805116
b1564,1645633,1645872
b3949,4142530,4143609
b2778,2905711,2906583
b3631,3805943,3807067
b2107,2186960,2187298
b1221,1275179,1275829
b2504,2629290,2629481
b2363,2475873,2476178
b3093,3245224,3246522
b3052,3195320,3196753
b4004,4203320,4204645
b1621,1699355,1700947
b2226,2328148,2329797
b3620,3794929,3795975
b0286,301884,302573
b2805,2939368,2940099
b1906,1989251,1989490
b2006,2077940,2078134
b1663,1743457,1744830
b0918,970852,971598
b1275,1333855,1334829
b3138,3284170,3284646
b4182,4410553,4411251
b3625,3800267,3800965
b3887,4077015,4077452
b3912,4104972,4105670
b1751,1834116,1834793
b1556,1640370,1640585
b0401,419591,420910
b0955,1016539,1018299
b3243,3389520,3390449
b3899,4090915,4092366
b1491,1567504,1568823
b0885,926728,927432
b1727,1809380,1810048
b2537,2668006,2668896
b1410,1479138,1480895
b1371,1428796,1428984
b4067,4283253,4284902
b0176,196546,197898
b1770,1854096,1854854
b1736,1819455,1819805
b4021,4229453,4230142
b4394,4633233,4633745
b1339,1404741,1405649
b0865,903952,904467
b1157,1209119,1209655
b3679,3858401,3860116
b3847,4031161,4032492
b0506,533011,533826
b2702,2825832,2826395
b0374,392970,394418
b0237,254259,255716
b3713,3894652,3895218
b1853,1936652,1937521
b0219,239419,240189
b0562,582152,582806
b3747,3931316,3933184
b3234,3380743,3382110
b3521,3672414,3673313
b4302,4527549,4527980
b4663,1987873,1987959
b0161,180884,182308
b1635,1714377,1714982
b2163,2255355,2256014
b4592,1040445,1040537
b0544,568902,570428
b0904,953609,954466
b0970,1030759,1031418
b3995,4196332,4196808
b3683,3862497,3863603
b1003,1066864,1067091
b0437,456677,457300
b3503,3650237,3650662
b1530,1619120,1619554
b3584,3751128,3751868
b0258,272847,273992
b0576,601959,603335
b1766,1848837,1850693
b3140,3285478,3286269
b1235,1290242,1291255
b2480,2600478,2600948
b4063,4277469,4277933
b1056,1117901,1118476
b4528,1423400,1423585
b4132,4358697,4360031
b2620,2754896,2755378
b3753,3938227,3939219
b2092,2172921,2174278
b0800,835248,836210
b0932,990622,993234
b1324,1388305,1388811
b3828,4011863,4012816
b1419,1491677,1491850
b2670,2799164,2799613
b4328,4558354,4559526
b1237,1292509,1292922
b2703,2826392,2827351
b0700,729583,733776
b1127,1185844,1187070
b0605,638945,639508
b1892,1977847,1978197
b3013,3157650,3158576
b2644,2776386,2776868
b1729,1810934,1812325
b0439,458888,461242
b1735,1818605,1819447
b2429,2546673,2548097
b2863,2998034,2998828
b3498,3643140,3645182
b3048,3190632,3191696
b4340,4570162,4571574
b4463,2897964,2899418
b2627,2761351,2763540
b1006,1068511,1069839
b0881,922913,923233
b3105,3253318,3254214
b0129,144577,145017
b2433,2551277,2551726
b1845,1926779,1928839
b0713,745165,745899
b2427,2544752,2545609
b2100,2181096,2182061
b2360,2474032,2474856
b1473,1546288,1547169
b2523,2655075,2656358
b1618,1696462,1697052
b3599,3772281,3774194
b4378,4613481,4614260
b2821,2955996,2958884
b0355,377535,378368
b1285,1344757,1346742
b1837,1922121,1922312
b2003,2076817,2077038
b1769,1852621,1853979
b2908,3053515,3054840
b0483,508218,508559
b2383,2501990,2504485
b3808,3993850,3994335
b3235,3382200,3383267
b3910,4102822,4103496
b3438,3577731,3578726
b1725,1807796,1808656
b1553,1639030,1639527
b2796,2928229,2929518
b2269,2382713,2383924
b3515,3663890,3664618
b3950,4143624,4143944
b1470,1544384,1544719
b1538,1625335,1627380
b0284,298736,300934
b4116,4337168,4337929
b1379,1441321,1441743
b1368,1426454,1427482
b4020,4227731,4229362
b0182,203348,204496
b3680,3860283,3861176
b1817,1902048,1903019
b1165,1216068,1216340
b1054,1115662,1116582
b4167,4394066,4395613
b3963,4161067,4161771
b0843,884946,885230
b1152,1206131,1206922
b3673,3853922,3855106
b2255,2368039,2370021
b0020,18715,19620
b3139,3284685,3285488
b0359,380844,381260
b0524,553218,553940
b1732,1813867,1816128
b1130,1189776,1190447
b0213,234816,235538
b1149,1204170,1205537
b3824,4008439,4009059
b1855,1939222,1940193
b1620,1698152,1699180
b3900,4092377,4092823
b4677,1946115,1946180
b0096,106557,107474
b1646,1724134,1724655
b2731,2854338,2856416
b0322,339793,340089
b0558,579184,579594
b3654,3828945,3830336
b2257,2370908,2372560
b3973,4173082,4174047
b2417,2535834,2536343
b0057,59121,59279
b2253,2365910,2367067
b0606,639753,641318
b4299,4525015,4525803
b3550,3713652,3714092
b0281,295696,297096
b0396,411297,412481
b0181,202560,203348
b3023,3168749,3169231
b4304,4528930,4530243
b2171,2265450,2266022
b0179,200971,201996
b4470,3255341,3256651
b2381,2500383,2501117
b0501,528640,529130
b2392,2511468,2512706
b2378,2495645,2496565
b1540,1628352,1629038
b2934,3078887,3079330
b0699,729134,729340
b2254,2367071,2368039
b0838,879854,880480
b1162,1213328,1214059
b4012,4213680,4214123
b2622,2756159,2757400
b1657,1736121,1737290
b0622,656557,657117
b0375,394506,395129
b1738,1821299,1821619
b2317,2434082,2434741
b3198,3342273,3342839
b2495,2617578,2617937
b0316,333501,334433
b4466,3114550,3119112
b2641,2772167,2773182
b0770,801887,803320
b1279,1340243,1340551
b0796,829972,830643
b4193,4419980,4421377
b1280,1340558,1341727
b0711,743593,744249
b4046,4259488,4260003
b2689,2816512,2816940
b2623,2757644,2758600
b4356,4593361,4594722
b0054,54755,57109
b2079,2164276,2164998
b4194,4421393,4421698
b2377,2495050,2495292
b2064,2139759,2141612
b3908,4100810,4101430
b4390,4627315,4628547
b2081,2165668,2167029
b2357,2472387,2472881
b3578,3744804,3746081
b0641,671605,672186
b1323,1386720,1388261
b2704,2827362,2827733
b4334,4563922,4564689
b0285,300931,301887
b3988,4185350,4189573
b1803,1885845,1886810
b2000,2071539,2074658
b0813,849210,850097
b1187,1234938,1235657
b3133,3280217,3280690
b3427,3563724,3564005
b3882,4072675,4073571
b3743,3926545,3927003
b1674,1753851,1754477
b1362,1423345,1423644
b3915,4106469,4107371
b2568,2704335,2705309
b4205,4427694,4428095
b2094,2174597,2175049
b1455,1526940,1527152
b0027,25207,25701
b3942,4133835,4136015
b2980,3128272,3129036
b1316,1377884,1380151
b1146,1203024,1203224
b3659,3836953,3838137
b2610,2746434,2747795
b2015,2087329,2088258
b2386,2506647,2507894
b1121,1180479,1181267
b2972,3113543,3114352
b1525,1613315,1614703
b1499,1582926,1583687
b0771,803503,805764
b0555,577613,578110
b2686,2812616,2814154
b3464,3602750,3604243
b0817,853183,853650
b3953,4147138,4147479
b0320,336778,338325
b3789,3973608,3974489
b3441,3581138,3581626
b0272,288404,289162
b4406,213925,214125
b0278,293220,293918
b4031,4240779,4242254
b3786,3970133,3971263
b1303,1366935,1367912
b1818,1903082,1903882
b4655,4506448,4506573
b3784,3967916,3969019
b0947,1006491,1007600
b4498,2169693,2170167
b4554,3776171,3776380
b0252,267184,268005
b0543,568315,568647
b3792,3976278,3977528
b3897,4088107,4089855
b3947,4139720,4142221
b2602,2741360,2741725
b3791,3975146,3976276
b0192,215269,215979
b0629,660425,661378
b3527,3680444,3681940
b4271,4496750,4497940
b4123,4347404,4348744
b3787,3971260,3972522
b4398,4636007,4636696
b2167,2259719,2261410
b2141,2230624,2231022
b3793,3978601,3979953
b1407,1475144,1477450
b3783,3966417,3967676
b1457,1529922,1530404
b0560,580834,581379
b4141,4369156,4370412
b3788,3972522,3973589
b3982,4177743,4178288
b3135,3281122,3281625
b3848,4032492,4033106
b3785,3969031,3970077
b1266,1323220,1324101
b0694,721056,721733
b3036,3179596,3179856
b4308,4535015,4536031
b2246,2358863,2360152
b4481,3977525,3978604
b3868,4053869,4055278
b2933,3077471,3078859
b3160,3303448,3304455
b3794,3979956,3980696
b3031,3175425,3176006
b4401,4639590,4640306
b2951,3095098,3095802
b2638,2771840,2772154
b1600,1673136,1673501
b3047,3189881,3190630
b2855,2994460,2994903
b1737,1819856,1821214
b2850,2990554,2991043
b0533,562336,563319
b0318,335280,335885
b1969,2038152,2038823
b2611,2747962,2748753
b2448,2563592,2563969
b0621,654583,655968
b2207,2302750,2303013
b1422,1494148,1495071
b2169,2262365,2263495
b2304,2421708,2422601
b3931,4120416,4121747
b0909,960264,961028
b0650,681723,683393
b1998,2070277,2070474
b1578,1650881,1651537
b2406,2522729,2523985
b3363,3491725,3492297
b0099,111044,111433
b4195,4421708,4422172
b4280,4505287,4506405
b4316,4544304,4545029
b1272,1329332,1330381
b4238,4460522,4462660
b1788,1874078,1874182
b1546,1634310,1634885
b4296,4520671,4522020
b2451,2565481,2566884
b4459,4277927,4278066
b3682,3861987,3862472
b3369,3499448,3499615
b0441,461915,463786
b2963,3104433,3105512
b4691,4190327,4190487
b1670,1749563,1750348
b1359,1421119,1421976
b3539,3700563,3701834
b2526,2657085,2658935
b4449,3311183,3311398
b2715,2839524,2840981
b1446,1517648,1517881
b3932,4121757,4122287
b0565,584680,585633
b1295,1357423,1357668
b1143,1201497,1201838
b2164,2256085,2257335
b1243,1301182,1302813
b3134,3280701,3281102
b0992,1052289,1053362
b1743,1825140,1825625
b3335,3465543,3466220
b4435,2071317,2071511
b0608,642088,643326
b0551,573956,574339
b3876,4064363,4065766
b0424,443051,443641
b4624,4527977,4528066
b2093,2174282,2174566
b0307,322338,323765
b2199,2295583,2296320
b0867,904913,905743
b4416,852725,853064
b4606,2590807,2590866
b0248,264748,265206
b1534,1621332,1622519
b1083,1140033,1140986
b0147,161501,162031
b2387,2507916,2508242
b4612,3584404,3584559
b4142,4370688,4370981
b3158,3301485,3302480
b4430,1764713,1764780
b4545,2476094,2476234
b0267,280829,281983
b2685,2811427,2812599
b0438,457426,458700
b4450,3350577,3350697
b1819,1903895,1904746
b1219,1273246,1273599
b4209,4431321,4431983
b2701,2824491,2825576
b3468,3605751,3606377
b1576,1649794,1649985
b3849,4033145,4034596
b1035,1099640,1100194
b4418,1146589,1146757
b3607,3781741,3782562
b2032,2103391,2104509
b3775,3959532,3959813
b2385,2505547,2506632
b3677,3856415,3856864
b1307,1369393,1369614
b0343,361926,363179
b2194,2291358,2292410
b4701,2887353,2887408
b2414,2532409,2533380
b3964,4161771,4162130
b3860,4043418,4044044
b1193,1243180,1243791
b4433,1923104,1923207
b2471,2591247,2591603
b2634,2769703,2770404
b3940,4129835,4132267
b2728,2851864,2852136
