locus,start,end
PA1216,1317407,1318150
PA1217,1318150,1319514
PA1218,1319514,1320389
PA1219,1320389,1321000
PA1220,1320997,1322256
PA1221,1322256,1324109
PA1222,1324796,1325950
PA1223,1326049,1326939
PA1224,1327024,1327800
PA1225,1327816,1328439
PA1226,1328545,1329150
PA1227,1329192,1330037
PA1228,1330120,1330467
PA1229,1330580,1331383
PA1230,1331517,1331711
PA1231,1331727,1332632
PA1232,1332635,1334671
PA1233,1334671,1334925
PA1234,1334953,1335453
PA1235,1335645,1336424
PA1236,1336433,1337941
PA1237,1337934,1339082
PA1238,1339082,1340527
PA1239,1340913,1341794
PA1240,1341854,1342648
PA1241,1342813,1343370
PA1242,1343453,1345222
PA1243,1345251,1347824
PA1244,1348063,1348401
PA1245,1349416,1350657
PA1246,1350747,1352525
PA1247,1352525,1353820
PA1248,1353827,1355269
PA1249,1355631,1357067
PA1250,1357317,1357709
PA1251,1357728,1359350
PA1252,1359590,1360591
PA1253,1360701,1362278
PA1254,1362374,1363288
PA1255,1363442,1364473
PA1256,1364502,1365221
PA1257,1365221,1365862
PA1258,1365876,1366538
PA1259,1366541,1368280
PA1260,1368342,1369160
PA1261,1369421,1370092
PA1262,1370260,1371699
PA1263,1371738,1372679
PA1264,1372982,1373845
PA1265,1373945,1374844
PA1266,1374847,1376097
PA1267,1376330,1377442
PA1268,1377442,1378383
PA1269,1378503,1379168
PA1270,1379413,1381449
PA1271,1381804,1383651
PA1272,1383718,1384326
PA1273,1384361,1385665
PA1274,1385670,1386323
PA1275,1386323,1387258
PA1276,1387254,1388246
PA1277,1388242,1389711
PA1278,1389707,1390225
PA1279,1390225,1391277
PA1280,1391277,1391858
PA1281,1391864,1392598
PA1282,1392567,1394069
PA1283,1394188,1394745
PA1284,1394782,1396599
PA1285,1396731,1397177
PA1286,1397254,1398450
PA1287,1398618,1399169
PA1288,1399234,1400505
PA1289,1400714,1401190
PA1290,1401415,1402005
PA1291,1402117,1402953
PA1292,1402984,1403835
PA1293,1404139,1405197
PA1294,1405338,1406459
PA1295,1406459,1406749
PA1296,1407007,1407936
PA1297,1407954,1408931
PA1298,1408999,1409271
PA1299,1409351,1409797
PA1300,1409949,1410473
PA1301,1410473,1411453
PA1302,1411585,1414137
PA1303,1414150,1414686
PA1304,1414766,1416814
PA1305,1416963,1417433
PA1306,1417500,1417958
PA1307,1417965,1418735
PA1308,1418765,1419286
PA1309,1419301,1420158
PA1310,1420326,1421438
PA1311,1421477,1422301
PA1312,1422358,1423266
PA1313,1423374,1424729
PA1314,1424746,1425129
PA1315,1425143,1425754
PA1316,1425912,1427450
PA1317,1428080,1429072
PA1318,1429082,1431055
PA1319,1431062,1431688
PA1320,1431691,1432023
PA1321,1432037,1432924
PA1322,1433166,1435361
PA1323,1435493,1435822
PA1324,1435885,1436394
PA1325,1436663,1437067
PA1326,1437067,1438611
PA1327,1438706,1440673
PA1328,1440642,1441547
PA1329,1441632,1442060
PA1330,1442069,1442845
PA1331,1442907,1444451
PA1332,1444723,1445271
PA1333,1445408,1445611
PA1334,1445809,1446918
PA1335,1447229,1448503
PA1336,1448551,1450449
PA1337,1450548,1451633
PA1338,1451722,1453392
PA1339,1453473,1454204
PA1340,1454204,1454869
PA1341,1454869,1455612
PA1342,1455818,1456723
PA1343,1457175,1457630
PA1344,1457729,1458520
PA1345,1458707,1460293
PA1346,1460310,1461854
PA1347,1461941,1462630
PA1348,1462696,1463400
PA1349,1463586,1463933
PA1350,1464111,1464857
PA1351,1464878,1466098
PA1352,1466112,1467320
PA1353,1467491,1467901
PA1354,1467941,1468363
PA1355,1468510,1468887
PA1356,1468913,1470016
PA1357,1470088,1470561
PA1358,1470583,1470978
PA1359,1471019,1471672
PA1360,1471671,1472561
PA1361,1472550,1473980
PA1362,1474391,1474711
PA1363,1474727,1475464
PA1364,1475464,1476303
PA1365,1476384,1478822
PA1366,1479024,1479791
PA1367,1480218,1481051
PA1368,1481337,1482758
PA1369,1483123,1483872
PA1370,1483898,1485760
PA1371,1486269,1486967
PA1372,1486963,1489095
PA1373,1489818,1491083
PA1374,1491192,1491695
PA1375,1491913,1493052
PA1376,1493093,1494823
PA1377,1494959,1495489
PA1378,1495635,1495994
PA1379,1496090,1496920
PA1380,1497012,1497974
PA1381,1498338,1498826
PA1382,1498813,1501089
PA1383,1501611,1503413
PA1384,1503568,1504578
PA1385,1504605,1505726
PA1386,1505749,1507014
PA1387,1507164,1508717
PA1388,1508737,1509462
PA1389,1509562,1511043
PA1390,1511232,1512263
PA1391,1512260,1514032
PA1392,1514036,1515277
PA1393,1515340,1515927
PA1394,1516433,1516684
PA1395,1516703,1517116
PA1396,1517149,1518768
PA1397,1518914,1519543
PA1398,1519627,1519965
PA1399,1519987,1520904
PA1400,1521109,1524393
PA1401,1524427,1524831
PA1402,1524912,1525574
PA1403,1525667,1526296
PA1404,1526433,1526657
PA1405,1527191,1528780
PA1406,1528806,1529561
PA1407,1529600,1530538
PA1408,1530608,1533028
PA1409,1533238,1534275
PA1410,1534289,1535377
PA1411,1535586,1536494
PA1412,1536460,1537650
PA1413,1537755,1538624
PA1414,1538683,1538913
PA1415,1538979,1539704
PA1416,1539752,1541131
PA1417,1541148,1542746
PA1418,1542825,1544213
PA1419,1544310,1545818
PA1420,1545840,1546256
PA1421,1546274,1547230
PA1422,1547437,1548327
PA1423,1548337,1549587
PA1424,1549883,1550491
PA1425,1550984,1552597
PA1426,1552641,1552994
PA1427,1553112,1553672
PA1428,1554415,1554843
PA1429,1555012,1557717
PA1430,1558171,1558887
PA1431,1558883,1559122
PA1432,1559254,1559856
PA1433,1559969,1561918
PA1434,1561922,1562632
PA1435,1562813,1563967
PA1436,1563967,1567074
PA1437,1567181,1567867
PA1438,1567848,1569290
PA1439,1569305,1569709
PA1440,1569724,1570308
PA1441,1570496,1571776
PA1442,1572023,1572541
PA1443,1572552,1573520
PA1444,1573551,1574021
PA1445,1574026,1574475
PA1446,1574475,1575239
PA1447,1575290,1575556
PA1448,1575559,1576332
PA1449,1576338,1577471
PA1450,1577547,1578803
PA1451,1578839,1580179
PA1452,1580321,1582441
PA1453,1582528,1583814
PA1454,1583956,1584795
PA1455,1584795,1585535
PA1456,1585640,1586011
PA1457,1586034,1586819
PA1458,1587023,1589281
PA1459,1589338,1590441
PA1460,1590533,1591270
PA1461,1591286,1592173
PA1462,1592271,1593056
PA1463,1593151,1594038
PA1464,1594087,1594563
PA1465,1594597,1595001
PA1466,1595035,1595718
PA1467,1595827,1596795
PA1468,1596889,1597302
PA1469,1597365,1598084
PA1470,1598221,1598955
PA1471,1599027,1599320
PA1472,1599431,1599982
PA1473,1600086,1600418
PA1474,1600418,1601893
PA1475,1602179,1602877
PA1476,1602877,1603545
PA1477,1603671,1604426
PA1478,1604426,1604599
PA1479,1604599,1605084
PA1480,1605088,1607058
PA1481,1607065,1607604
PA1482,1607604,1608068
PA1483,1608068,1609288
PA1484,1609741,1610544
PA1485,1610745,1612109
PA1486,1612126,1613223
PA1487,1613237,1614649
PA1488,1614673,1615908
PA1489,1615898,1617085
PA1490,1617492,1618265
PA1491,1618612,1619844
PA1492,1619907,1620260
PA1493,1620348,1621343
PA1494,1621475,1623127
PA1495,1623254,1623877
PA1496,1623867,1624715
PA1497,1624784,1625695
PA1498,1626065,1627495
PA1499,1627500,1628762
PA1500,1629062,1629949
PA1501,1630027,1630806
PA1502,1630905,1632677
PA1503,1633006,1633434
PA1504,1633845,1634492
PA1505,1634728,1635720
PA1506,1635908,1636234
PA1507,1636332,1637696
PA1508,1638382,1638639
PA1509,1638655,1639794
PA1510,1639794,1641500
PA1511,1641500,1644025
PA1512,1644210,1644725
PA1513,1645214,1646488
PA1514,1646540,1647046
PA1515,1647104,1648099
PA1516,1648120,1648632
PA1517,1648632,1649555
PA1518,1649928,1650305
PA1519,1650552,1651898
PA1520,1652273,1653049
PA1521,1653109,1654410
PA1522,1654483,1655319
PA1523,1655349,1657745
PA1524,1657741,1659192
PA1525,1659416,1660546
PA1526,1660727,1661383
PA1527,1661412,1664897
PA1528,1665065,1665931
PA1529,1666025,1668406
PA1530,1668455,1668829
PA1531,1669089,1669952
PA1532,1669989,1672031
PA1533,1672080,1672403
PA1534,1672485,1673078
PA1535,1673204,1674349
PA1536,1674368,1674904
PA1537,1674981,1675865
PA1538,1675865,1677445
PA1539,1677559,1678404
PA1540,1678264,1678590
PA1541,1678587,1678952
PA1542,1679364,1680197
PA1543,1680440,1680985
PA1544,1681074,1681805
PA1545,1682051,1682515
PA1546,1682570,1683949
PA1547,1684080,1684760
PA1548,1684756,1684962
PA1549,1684944,1687376
PA1550,1687376,1687912
PA1551,1687927,1689339
PA1552,1689560,1690513
PA1552,1690513,1690695
PA1553,1690704,1691312
PA1554,1691330,1692754
PA1555,1693122,1694045
PA1555,1694045,1694227
PA1556,1694236,1694841
PA1557,1694855,1696279
PA1558,1696467,1697096
PA1559,1697188,1697916
PA1560,1697916,1698341
PA1561,1698385,1699947
PA1562,1700323,1703052
PA1563,1703379,1704434
PA1564,1704522,1704758
PA1565,1704796,1706103
PA1566,1706175,1707536
PA1567,1708007,1709401
PA1568,1709415,1709765
PA1569,1709824,1711191
PA1570,1711569,1712447
PA1571,1712522,1712698
PA1572,1712908,1714050
PA1573,1714064,1714657
PA1574,1714781,1715059
PA1575,1715157,1715705
PA1576,1715809,1716672
PA1577,1716685,1717023
PA1578,1717139,1717891
PA1579,1718386,1718991
PA1580,1719112,1720395
PA1581,1720744,1721127
PA1582,1721124,1721489
PA1583,1721496,1723265
PA1584,1723280,1723984
PA1585,1724244,1727072
PA1586,1727118,1728344
PA1587,1728416,1729849
PA1588,1730181,1731344
PA1589,1731347,1732231
PA1590,1732545,1733855
PA1591,1734004,1734765
PA1592,1734830,1735063
PA1593,1735236,1735706
PA1594,1735706,1736149
PA1595,1736189,1737415
PA1596,1737536,1739437
PA1597,1739508,1740230
PA1598,1740247,1741065
PA1599,1741146,1741925
PA1600,1741942,1743240
PA1601,1743293,1745536
PA1602,1745536,1746024
PA1603,1746234,1746653
PA1604,1746695,1747597
PA1605,1747596,1748627
PA1606,1748699,1749172
PA1607,1749352,1749789
PA1608,1749898,1751520
PA1609,1751677,1752891
PA1610,1752906,1753418
PA1611,1753610,1755562
PA1612,1755562,1756317
PA1613,1756492,1758597
PA1614,1758748,1759767
PA1615,1759784,1760122
PA1616,1760122,1760583
PA1617,1760713,1762377
PA1618,1762433,1762867
PA1619,1762928,1763749
PA1620,1763793,1764431
PA1621,1764536,1765345
PA1622,1765345,1766202
PA1623,1766285,1766944
PA1624,1766956,1767759
PA1625,1767928,1768992
PA1626,1769050,1770321
PA1627,1770340,1770984
PA1628,1771125,1772651
PA1629,1772658,1773440
PA1630,1773682,1774545
PA1631,1774603,1775754
PA1632,1775945,1776031
PA1633,1776045,1777736
PA1634,1777751,1779820
PA1635,1779877,1780425
PA1636,1780536,1783190
PA1637,1783294,1783983
PA1638,1784108,1785013
PA1639,1785127,1785729
PA1640,1785739,1786773
PA1641,1786888,1787163
PA1642,1787250,1788281
PA1643,1788284,1789390
PA1644,1789857,1790462
PA1645,1790475,1790879
PA1646,1791080,1793035
PA1647,1793022,1794740
PA1648,1794886,1795887
PA1649,1796138,1796896
PA1650,1797058,1797948
PA1651,1797961,1799154
PA1652,1799385,1800017
PA1653,1800074,1800547
PA1654,1800629,1801792
PA1655,1801851,1802450
PA1656,1803626,1805179
PA1657,1805218,1805721
PA1658,1805753,1807225
PA1659,1807241,1807645
PA1660,1808193,1809770
PA1661,1809737,1810741
PA1662,1810751,1813381
PA1663,1813395,1814903
PA1664,1814995,1815132
PA1665,1815153,1816343
PA1666,1816352,1816855
PA1667,1816855,1818183
PA1668,1818189,1819055
PA1669,1819074,1822598
PA1670,1822601,1823326
PA1671,1823326,1824312
PA1672,1824346,1824723
PA1673,1824969,1825427
PA1674,1825498,1826040
PA1675,1826121,1826675
PA1676,1826735,1827052
PA1677,1827228,1827821
PA1678,1827992,1828903
PA1679,1828934,1829710
PA1680,1829791,1830771
PA1681,1830879,1831967
PA1682,1832014,1833162
PA1683,1833162,1833776
PA1684,1833776,1834318
PA1685,1834393,1835139
PA1686,1835328,1836218
PA1687,1836367,1837224
PA1688,1837388,1838254
PA1689,1838260,1840359
PA1690,1840471,1841517
PA1691,1841517,1842302
PA1692,1842302,1842565
PA1693,1842571,1843221
PA1694,1843221,1844147
PA1695,1844147,1845253
PA1696,1845244,1845717
PA1697,1845717,1847036
PA1698,1847227,1848090
PA1699,1848074,1848349
PA1700,1848339,1848707
PA1701,1848707,1849069
PA1702,1849077,1849403
PA1703,1849403,1851520
PA1704,1851520,1851951
PA1705,1851982,1852275
PA1706,1852288,1853169
PA1707,1853181,1853681
PA1708,1853665,1854834
PA1709,1854849,1855733
PA1710,1855862,1856296
PA1711,1856308,1856550
PA1712,1856562,1856972
PA1713,1857273,1858106
PA1714,1858207,1859034
PA1715,1859071,1859490
PA1716,1859493,1861292
PA1717,1861297,1862592
PA1718,1862558,1862758
PA1719,1862764,1863018
PA1720,1863024,1863368
PA1721,1863368,1863796
PA1722,1863799,1864134
PA1723,1864134,1864877
PA1724,1864889,1865512
PA1725,1865494,1866135
PA1726,1866244,1868535
PA1727,1868709,1870763
PA1728,1871116,1871454
PA1729,1871555,1872199
PA1730,1872602,1874011
PA1731,1874017,1874967
PA1732,1874967,1875764
PA1733,1875849,1876577
PA1734,1876591,1877409
PA1735,1877522,1878406
PA1736,1878980,1880182
PA1737,1880199,1882340
PA1738,1882598,1883509
PA1739,1883661,1884629
PA1740,1884655,1885650
PA1741,1885665,1886033
PA1742,1886278,1886997
PA1743,1887061,1887297
PA1744,1887328,1887543
PA1745,1887701,1888186
PA1746,1888407,1888910
PA1747,1888988,1889173
PA1748,1889326,1890012
PA1749,1890196,1890678
PA1750,1890742,1891815
PA1751,1892133,1892507
PA1752,1892510,1893454
PA1753,1893620,1894114
PA1754,1894249,1895220
PA1755,1895283,1895627
PA1756,1895695,1896495
PA1757,1896630,1897244
PA1758,1897293,1898651
PA1759,1898816,1901518
PA1760,1901524,1904244
PA1761,1904479,1904913
PA1762,1904995,1905753
PA1763,1905797,1906819
PA1764,1906842,1908437
PA1765,1908454,1909638
PA1766,1909701,1910681
PA1767,1910688,1912211
PA1768,1912220,1912756
PA1769,1913050,1913871
PA1770,1914037,1916409
PA1771,1916482,1917489
PA1772,1917599,1918084
PA1773,1918275,1919270
PA1774,1919322,1919573
PA1775,1919579,1920400
PA1776,1920568,1921062
PA1777,1921174,1922223
PA1778,1922298,1923032
PA1779,1923047,1925770
PA1780,1925800,1926123
PA1781,1926179,1928626
PA1782,1928897,1930489
PA1783,1930567,1931775
PA1784,1932132,1932824
PA1785,1933057,1933632
PA1786,1933652,1934857
PA1787,1935038,1937644
PA1788,1938026,1938490
PA1789,1938552,1939412
PA1790,1939583,1940203
PA1791,1940258,1941586
PA1792,1941723,1942442
PA1793,1942450,1942944
PA1794,1943067,1944734
PA1795,1944747,1946126
PA1796,1946190,1947041
PA1797,1948505,1950334
PA1798,1950442,1951725
PA1799,1951729,1952433
PA1800,1952665,1953972
PA1801,1954069,1954707
PA1802,1954815,1956092
PA1803,1956227,1958620
PA1804,1958759,1959028
PA1805,1959263,1961125
PA1806,1961230,1962024
PA1807,1962049,1963656
PA1808,1963661,1964677
PA1809,1964685,1965764
PA1810,1965774,1967618
PA1811,1967618,1969444
PA1812,1969638,1971239
PA1813,1971320,1972093
PA1814,1972195,1972953
PA1815,1972959,1973402
PA1816,1973470,1974207
PA1817,1974241,1974627
PA1818,1974821,1977073
PA1819,1977100,1978452
PA1820,1978442,1979941
PA1821,1980165,1980974
PA1822,1981017,1982702
PA1823,1982705,1983538
PA1824,1983512,1984288
PA1825,1984389,1985030
PA1826,1985033,1985935
PA1827,1986067,1986825
PA1828,1986992,1987756
PA1829,1987784,1988851
PA1830,1989112,1989423
PA1831,1989487,1990194
PA1832,1990428,1991450
PA1833,1991512,1992501
PA1834,1992584,1993471
PA1835,1993464,1993898
PA1836,1994021,1994599
PA1837,1994670,1995164
PA1838,1995151,1996806
PA1839,1997512,1998549
PA1840,1998587,1998946
PA1841,1998963,1999457
PA1842,1999515,1999874
PA1843,1999892,2003593
PA1844,2003871,2004332
PA1845,2004377,2004892
PA1846,2005254,2007539
PA1847,2007665,2008246
PA1848,2008311,2009477
PA1849,2009485,2009724
PA1850,2009750,2010751
PA1851,2011000,2012202
PA1852,2012258,2012530
PA1853,2012815,2013675
PA1854,2013669,2014823
PA1855,2014918,2015136
PA1856,2015142,2016581
PA1857,2016931,2017851
PA1858,2017970,2018794
PA1859,2018806,2019690
PA1860,2019776,2020600
PA1861,2020628,2021710
PA1862,2021715,2022398
PA1863,2022414,2023166
PA1864,2023284,2023931
PA1865,2024065,2025741
PA1866,2025737,2028010
PA1867,2028454,2028978
PA1868,2028968,2031295
PA1869,2031466,2031702
PA1870,2031988,2032410
PA1871,2032695,2033948
PA1872,2034069,2034857
PA1873,2034921,2035940
PA1874,2036441,2043844
PA1875,2043847,2045121
PA1876,2045114,2047282
PA1877,2047275,2048459
PA1878,2048573,2049148
PA1879,2049240,2049791
PA1880,2049952,2052144
PA1881,2052152,2052610
PA1882,2052941,2053261
PA1883,2053277,2053672
PA1884,2053675,2054223
PA1885,2054309,2054839
PA1886,2054911,2057271
PA1887,2057281,2057946
PA1888,2057933,2059339
PA1889,2059569,2060549
PA1890,2060569,2061189
PA1891,2061281,2061667
PA1892,2061667,2062401
PA1893,2062401,2064827
PA1894,2064856,2065545
PA1895,2065496,2066767
PA1896,2066789,2067955
PA1897,2067964,2068728
PA1898,2069490,2070200
PA1899,2070685,2071170
PA1900,2071209,2071694
PA1901,2071721,2072935
PA1902,2072935,2073555
PA1903,2073555,2075435
PA1904,2075452,2076285
PA1905,2076311,2076955
PA1906,2077050,2077583
PA1907,2077629,2079266
PA1908,2079266,2080474
PA1909,2080664,2081812
PA1910,2081856,2084267
PA1911,2084479,2085426
PA1912,2085426,2085929
PA1913,2086024,2086701
PA1914,2086811,2088034
PA1915,2088605,2090149
PA1916,2090216,2091445
PA1917,2091493,2091837
PA1918,2091853,2093250
PA1919,2093447,2094142
PA1920,2094332,2096356
PA1921,2096517,2097323
PA1922,2097491,2099449
PA1923,2099452,2103294
PA1924,2103294,2103767
PA1925,2103770,2104093
PA1926,2104597,2106444
PA1927,2106580,2108877
PA1928,2108945,2109511
PA1929,2109561,2109854
PA1930,2110226,2111518
PA1931,2111691,2112200
PA1932,2112200,2113186
PA1933,2113186,2115387
PA1934,2115885,2116262
PA1935,2117033,2117734
PA1936,2117897,2118094
PA1937,2118585,2118890
PA1938,2118926,2119744
PA1939,2120228,2122222
PA1940,2122582,2123718
PA1941,2123900,2125792
PA1942,2126107,2126334
PA1943,2126399,2127493
PA1944,2127684,2129168
PA1945,2129307,2130632
PA1946,2130854,2131810
PA1947,2131835,2133364
PA1948,2133391,2134386
PA1949,2134393,2135403
PA1950,2135460,2136383
PA1951,2136523,2137785
PA1952,2137849,2138598
PA1953,2138615,2139292
PA1954,2139357,2140376
PA1955,2140436,2141002
PA1956,2141002,2141487
PA1957,2141793,2142317
PA1958,2142317,2142889
PA1959,2143173,2144003
PA1960,2144077,2144796
PA1961,2144813,2145745
PA1962,2145894,2146499
PA1963,2146609,2146872
PA1964,2146964,2148526
PA1965,2148854,2149186
PA1966,2149472,2149840
PA1967,2149867,2150364
PA1968,2150524,2150778
PA1969,2150828,2151217
PA1970,2151290,2151526
PA1971,2151758,2153068
PA1972,2153594,2155294
PA1973,2155374,2157698
PA1974,2157968,2159164
PA1975,2159270,2160430
PA1976,2160363,2163005
PA1977,2163013,2163873
PA1978,2163886,2164548
PA1979,2165213,2165860
PA1980,2165876,2166550
PA1981,2166583,2167227
PA1982,2167284,2169152
PA1983,2169464,2169898
PA1984,2169988,2171505
PA1985,2171865,2171933
PA1986,2171989,2172900
PA1987,2172913,2173662
PA1988,2173662,2173937
PA1989,2173912,2175054
PA1990,2175062,2176885
PA1991,2176974,2178134
PA1992,2178121,2179812
PA1993,2179851,2181056
PA1994,2181184,2181744
PA1995,2181744,2182097
PA1996,2182119,2182394
PA1997,2182455,2184407
PA1998,2184478,2185395
PA1999,2185527,2186222
PA2000,2186260,2186913
PA2001,2187065,2188243
PA2002,2188459,2189880
PA2003,2190087,2190854
PA2004,2190894,2192282
PA2005,2192547,2193989
PA2006,2194061,2195410
PA2007,2195497,2196132
PA2008,2196132,2197427
PA2009,2197435,2198730
PA2010,2198891,2199691
PA2011,2199765,2200664
PA2012,2200688,2202652
PA2013,2202652,2203446
PA2014,2203463,2205067
PA2015,2205193,2206353
PA2016,2206405,2206806
PA2017,2206999,2207925
PA2018,2208172,2211306
PA2019,2211325,2212512
PA2020,2212677,2213306
PA2021,2213318,2213539
PA2022,2213693,2215051
PA2023,2215102,2215938
PA2024,2216124,2216543
PA2025,2216688,2218040
PA2026,2218101,2219099
PA2027,2219256,2219645
PA2028,2219778,2220248
PA2029,2220275,2220571
PA2030,2220652,2220906
PA2031,2220906,2221157
PA2032,2221337,2222758
PA2033,2222896,2223801
PA2034,2223804,2224475
PA2035,2224489,2226144
PA2036,2226879,2227397
PA2037,2227541,2228998
PA2038,2229129,2229440
PA2039,2229428,2230183
PA2040,2230689,2232062
PA2041,2232222,2233589
PA2042,2234080,2235306
PA2043,2235430,2236329
PA2044,2236495,2238366
PA2045,2238544,2238801
PA2046,2238863,2239267
PA2047,2240305,2241291
PA2048,2241705,2242109
PA2049,2242173,2243603
PA2050,2244492,2244995
PA2051,2244995,2245945
PA2052,2245989,2246456
PA2053,2246499,2247158
PA2054,2247273,2248157
PA2055,2248170,2249582
PA2056,2249693,2250592
PA2057,2251275,2253812
PA2058,2253819,2255624
PA2059,2255629,2256699
PA2060,2256704,2257717
PA2061,2257722,2259329
PA2062,2259478,2260656
PA2063,2260862,2262082
PA2064,2262108,2263082
PA2065,2263082,2264977
PA2066,2265129,2265764
PA2067,2265764,2266429
PA2068,2266434,2267594
PA2069,2267641,2269362
PA2070,2269545,2272184
PA2071,2272460,2274565
PA2072,2274740,2277331
PA2073,2277552,2278979
PA2074,2278982,2279791
PA2075,2279920,2281578
PA2076,2282480,2283379
PA2077,2283422,2285323
PA2078,2285366,2287237
PA2079,2287526,2288929
PA2080,2289088,2290335
PA2081,2290342,2290980
PA2082,2291113,2291586
PA2083,2291791,2293062
PA2084,2293153,2294982
PA2085,2295013,2295519
PA2086,2295533,2296432
PA2087,2296432,2297085
PA2088,2297072,2297917
PA2089,2298012,2300660
PA2090,2300676,2301752
PA2091,2301752,2303032
PA2092,2303022,2304212
PA2093,2304318,2304824
PA2094,2304824,2305777
PA2095,2305785,2306627
PA2096,2306779,2307810
PA2097,2307957,2309429
PA2098,2309443,2310369
PA2099,2310357,2311109
PA2100,2311336,2312766
PA2101,2312899,2313786
PA2102,2313791,2314246
PA2103,2314512,2315687
PA2104,2315709,2316623
PA2105,2316708,2317400
PA2106,2317400,2318131
PA2107,2318229,2318624
PA2108,2318795,2320564
PA2109,2320589,2321062
PA2110,2321133,2322071
PA2111,2322071,2322781
PA2112,2322781,2323521
PA2113,2323557,2324783
PA2114,2324811,2326079
PA2115,2326334,2327284
PA2116,2327394,2328188
PA2117,2328179,2329156
PA2118,2329348,2330421
PA2119,2330962,2332059
PA2120,2332395,2332820
PA2121,2332971,2333873
PA2122,2333999,2335132
PA2123,2335172,2336101
PA2124,2336209,2337843
PA2125,2337868,2339313
PA2126,2339355,2339987
PA2127,2340417,2341640
PA2128,2342493,2343041
PA2129,2343132,2343875
PA2130,2343862,2346477
PA2131,2346477,2347835
PA2132,2347828,2348538
PA2133,2348538,2349392
PA2134,2349488,2350057
PA2135,2350089,2351450
PA2136,2351909,2352430
PA2137,2352532,2353065
PA2138,2353086,2355605
PA2139,2355684,2355803
PA2140,2355918,2356154
PA2141,2356168,2356713
PA2142,2356713,2357570
PA2143,2358024,2358308
PA2144,2358364,2360799
PA2145,2360812,2361207
PA2146,2361706,2361870
PA2147,2361954,2364080
PA2148,2364311,2364799
PA2149,2364816,2365055
PA2150,2365081,2365959
PA2151,2366106,2368097
PA2152,2368111,2371410
PA2153,2371410,2373605
PA2154,2373613,2374605
PA2155,2374605,2375807
PA2156,2375807,2376541
PA2157,2376541,2377476
PA2158,2377483,2378727
PA2159,2378797,2379210
PA2160,2379313,2381460
PA2161,2381476,2381778
PA2162,2381778,2384555
PA2163,2384551,2386602
PA2164,2386598,2388346
PA2165,2388349,2389887
PA2166,2390255,2390617
PA2167,2390949,2392043
PA2168,2392043,2392816
PA2169,2392945,2393394
PA2170,2393424,2393630
PA2171,2393708,2394175
PA2172,2394182,2395255
PA2173,2395285,2395632
PA2174,2395947,2396252
PA2175,2396539,2396883
PA2176,2396899,2397486
PA2177,2397569,2399665
PA2178,2399675,2400280
PA2179,2400658,2401605
PA2180,2401592,2402965
PA2181,2403151,2404281
PA2182,2404389,2404655
PA2183,2404952,2405233
PA2184,2405233,2405739
PA2185,2405993,2406874
PA2186,2406961,2407128
PA2187,2407236,2407658
PA2188,2407684,2408847
PA2189,2409107,2409658
PA2190,2409837,2410178
PA2191,2410347,2411480
PA2192,2411709,2412119
PA2193,2412546,2412857
PA2194,2412857,2414248
PA2195,2414254,2415504
PA2196,2415661,2416242
PA2197,2416376,2417410
PA2198,2417410,2417751
PA2199,2417760,2418632
PA2200,2418723,2420315
PA2201,2420443,2421324
PA2202,2421346,2422020
PA2203,2422025,2422738
PA2204,2422822,2423625
PA2205,2423927,2424400
PA2206,2424485,2425429
PA2207,2425500,2427017
PA2208,2427017,2427544
PA2209,2427575,2428669
PA2210,2428852,2430174
PA2211,2430170,2431126
PA2212,2431126,2432136
PA2213,2432312,2433559
PA2214,2433748,2435067
PA2215,2435101,2436273
PA2216,2436304,2437296
PA2217,2437428,2439008
PA2218,2439153,2440253
PA2219,2440350,2441555
PA2220,2441771,2442688
PA2221,2443161,2444363
PA2222,2444889,2445533
PA2223,2445548,2446564
PA2224,2446600,2447325
PA2225,2447576,2447989
PA2226,2448036,2448533
PA2227,2448571,2449545
PA2228,2449557,2450765
PA2229,2451707,2452423
PA2230,2452469,2453137
PA2231,2453667,2455100
PA2232,2455103,2456566
PA2233,2456569,2457477
PA2234,2457510,2458277
PA2235,2458295,2460280
PA2236,2460283,2461467
PA2237,2461460,2462785
PA2238,2462797,2464002
PA2239,2463996,2465096
PA2240,2465102,2466535
PA2241,2466540,2467946
PA2242,2468032,2469096
PA2243,2469286,2471016
PA2244,2471075,2472073
PA2245,2472104,2472406
PA2246,2472445,2472903
PA2247,2473213,2474442
PA2248,2474442,2475491
PA2249,2475495,2476778
PA2250,2476785,2478176
PA2251,2478315,2479130
PA2252,2479299,2480741
PA2253,2480844,2481827
PA2254,2482045,2483028
PA2255,2483049,2483921
PA2256,2483976,2485475
PA2257,2485471,2486115
PA2258,2486358,2487293
PA2259,2487856,2488875
PA2260,2488950,2489729
PA2261,2489725,2490672
PA2262,2490738,2492042
PA2263,2492064,2493047
PA2264,2493218,2493931
PA2265,2493937,2495709
PA2266,2495724,2497040
PA2267,2497119,2498012
PA2268,2498099,2499166
PA2269,2499136,2500338
PA2270,2500485,2501072
PA2271,2501083,2501595
PA2272,2501720,2503414
PA2273,2503428,2503895
PA2274,2503973,2504347
PA2275,2504378,2505436
PA2276,2505645,2506532
PA2277,2506614,2506961
PA2278,2506978,2508258
PA2279,2508293,2508760
PA2280,2508775,2509464
PA2281,2509483,2510334
PA2282,2510622,2511047
PA2283,2511057,2512511
PA2284,2512511,2513179
PA2285,2513179,2513838
PA2286,2513842,2515383
PA2287,2515373,2516005
PA2288,2516024,2516308
PA2289,2516432,2518561
